Simulation	Fifth_Percentile	Avg_H_e
Simulation 8	0.1251259128	0.30342404205795
Simulation 19	0.135466089406667	0.339352045403124
Simulation 20	0.14345370941	0.335472278360516
Simulation 3	0.1450942755925	0.358736114841314
Simulation 7	0.1490300844	0.355329410392634
Simulation 5	0.1494556226	0.329994033216055
Simulation 12	0.149997895355556	0.351850479855037
Simulation 14	0.150138711702	0.335562479536512
Simulation 9	0.153545155685714	0.341654500902628
Simulation 13	0.1705228512	0.346293969019979
Simulation 10	0.180414734177429	0.35337693949153
Simulation 17	0.18373234624	0.350428951832021
Simulation 1	0.184381440224	0.356487317229472
Simulation 6	0.193706305266667	0.351640221095388
Simulation 15	0.1941265529225	0.378019798524932
Simulation 2	0.20746488558	0.365303929045038
Simulation 11	0.210225147433333	0.364250974327541
Simulation 16	0.212002223835	0.359726670194398
Simulation 18	0.219588397814286	0.379722570993415
Simulation 4	0.242366757065	0.374291649745113
