Simulation	Fifth_Percentile	Avg_H_e
Simulation 14	0.1412446782	0.327368424651466
Simulation 3	0.148203937521429	0.351835361031607
Simulation 4	0.167732972377143	0.339149392927562
Simulation 20	0.1680309724	0.349326575312352
Simulation 19	0.17047085007	0.366029564187291
Simulation 5	0.171261377013	0.338309386291494
Simulation 17	0.172430445751111	0.358429806898336
Simulation 15	0.174106641535	0.356375717346433
Simulation 10	0.176962295460476	0.341295253426876
Simulation 9	0.186010090813333	0.365345292834132
Simulation 16	0.18682769836	0.348790601827466
Simulation 1	0.18802578612	0.349296015150844
Simulation 11	0.192489309416667	0.34446342832708
Simulation 12	0.193665737084	0.353753662246885
Simulation 7	0.202110906533333	0.362063667473298
Simulation 18	0.203659025437143	0.364207683243653
Simulation 8	0.2040531135	0.366550159727521
Simulation 6	0.204258158375	0.369242638002041
Simulation 2	0.213069023993846	0.371896423462522
Simulation 13	0.215165910042857	0.361652680538823
