Simulation	Fifth_Percentile	Avg_H_e
Simulation 18	0.146170972985	0.343473228302128
Simulation 15	0.146836049453333	0.31973158476075
Simulation 6	0.1472	0.332174438770067
Simulation 8	0.1545922519	0.339387732501023
Simulation 17	0.160228645866667	0.325976239225598
Simulation 10	0.163310482204	0.335230221136242
Simulation 16	0.166873253045833	0.340580704221436
Simulation 3	0.169347553248	0.340921798703982
Simulation 14	0.17029269249	0.338190793244905
Simulation 20	0.172797922193333	0.342870919725345
Simulation 9	0.18134249104	0.345783262150053
Simulation 5	0.196174630425	0.343379565451512
Simulation 12	0.196249556388571	0.356441318824704
Simulation 11	0.204930224855	0.383713429777366
Simulation 1	0.21756511191	0.371551779676785
Simulation 4	0.21924869468	0.36520822257201
Simulation 7	0.2250994397	0.371806628639959
Simulation 2	0.225204109906667	0.374599255665998
Simulation 13	0.23291322231	0.38218234737432
Simulation 19	0.232982854670556	0.377181103774826
