Simulation	Fifth_Percentile	Avg_H_e
Simulation 15	0.148455802366667	0.317072387421418
Simulation 19	0.1570092512	0.333151317382657
Simulation 2	0.163109465806429	0.327180525518972
Simulation 12	0.16482475308	0.348200673853892
Simulation 10	0.16606436484	0.34802432773838
Simulation 4	0.1668487029725	0.34600139863749
Simulation 5	0.17036051725	0.331436754539233
Simulation 18	0.17245702463	0.33171273329216
Simulation 9	0.175814507075	0.351810603100076
Simulation 6	0.18117774304	0.346547559883431
Simulation 20	0.18482984983	0.347007536859006
Simulation 17	0.192279660275	0.365622100785266
Simulation 3	0.19486328	0.359279536039087
Simulation 13	0.1956821001	0.349945823940888
Simulation 1	0.200061728105714	0.359309883108569
Simulation 11	0.20754048	0.368377998337797
Simulation 7	0.221364835307778	0.358083615046686
Simulation 16	0.224609652953333	0.366500533847814
Simulation 14	0.228308743923333	0.372610303977196
Simulation 8	0.230433860714286	0.359151258540539
