Simulation	Fifth_Percentile	Avg_H_e
Simulation 11	0.1800125522	0.345348042544953
Simulation 18	0.1844201789655	0.354143157144944
Simulation 12	0.185064659529643	0.347684573863629
Simulation 8	0.185377576536	0.358288195073649
Simulation 10	0.18547416856	0.358480135900885
Simulation 7	0.189858514897778	0.351969527945811
Simulation 13	0.193078086274	0.352715956879316
Simulation 19	0.19778902865	0.346715789953687
Simulation 3	0.200887898415714	0.354088113333845
Simulation 9	0.20217454284	0.340077637867909
Simulation 6	0.20318555084	0.350014575952655
Simulation 16	0.205909836492	0.361111213538924
Simulation 2	0.20705988567	0.354191817615233
Simulation 15	0.20730235614	0.360474770081383
Simulation 14	0.208410189127273	0.359358985337129
Simulation 1	0.214763726666667	0.356413933029699
Simulation 4	0.21529440085	0.349382252643841
Simulation 5	0.220195359976	0.356090053461424
Simulation 20	0.22663272272	0.369260529238322
Simulation 17	0.227926018555333	0.358185129231056
