Simulation	Fifth_Percentile	Avg_H_e
Simulation 16	0.18708647338	0.358424448516845
Simulation 3	0.187993272528571	0.345882242242902
Simulation 12	0.190647845027857	0.35742128793913
Simulation 1	0.19947765997	0.342457784696761
Simulation 15	0.20578503265	0.357448758937333
Simulation 6	0.205817226	0.344682940647048
Simulation 11	0.206989760615	0.353533470752625
Simulation 14	0.208639941503333	0.348884535998786
Simulation 7	0.2088150849075	0.371155807575103
Simulation 2	0.209649824096429	0.349294327083967
Simulation 8	0.215498161	0.35921040437359
Simulation 18	0.216973833214444	0.358155430814429
Simulation 5	0.2176922092275	0.358307454055169
Simulation 20	0.217977019105	0.361368918407378
Simulation 19	0.223020337048	0.358444301427772
Simulation 17	0.224684433283692	0.361610493242608
Simulation 10	0.2303331509375	0.362611078936428
Simulation 9	0.23110203463	0.367017548982132
Simulation 13	0.23588237814	0.366067971371589
Simulation 4	0.24197086688	0.377489291367983
