Simulation	Fifth_Percentile	Avg_H_e
Simulation 1	0.124536636128	0.32731256634515
Simulation 4	0.14522303516627	0.326430024306587
Simulation 8	0.145656741626667	0.332020373869038
Simulation 16	0.147147464048667	0.330129691515418
Simulation 19	0.151813450538667	0.331692107756638
Simulation 13	0.152560398675	0.324312050604972
Simulation 20	0.15279313447	0.343719144221542
Simulation 3	0.153553618931	0.326468839070303
Simulation 12	0.154444570256	0.334902002283812
Simulation 15	0.1546883857525	0.349502861149101
Simulation 5	0.157843970588571	0.336095254102032
Simulation 9	0.160561072158333	0.327978994262212
Simulation 2	0.161685007616667	0.343953526079843
Simulation 17	0.16237840226	0.334297533243687
Simulation 18	0.164486765188571	0.338070619400537
Simulation 10	0.164558235766667	0.326521612646053
Simulation 6	0.1699089807675	0.34931609103552
Simulation 7	0.171350208181333	0.329638668232756
Simulation 14	0.173936819217818	0.341769623867618
Simulation 11	0.190984005897917	0.343947511605978
