#IID	F_ROH	ROH_length_kB	KBAVG
8101	0.33368	30854	5142.33
8102	0.40747	37677	5382.43
8103	0.31310	28950.7	3216.75
8104	0.20903	19328.5	3221.42
8105	0.42036	38869	3886.9
8106	0.28029	25916.9	2591.69
8107	0.44702	41334.3	5904.89
8108	0.50237	46451.9	5806.48
8109	0.34520	31918.6	3989.83
8110	0.40987	37899.2	3445.39
8111	0.33144	30646.5	3064.65
8112	0.22419	20729.9	2303.32
8113	0.44330	40989.5	5855.64
8114	0.31495	29121.9	2912.19
8115	0.28661	26501.5	3785.93
8116	0.42497	39294.8	7858.96
8117	0.35187	32535.5	8133.88
8118	0.23634	21853.3	2428.15
8119	0.28447	26304	4383.99
8120	0.33429	30910.3	3863.79
8121	0.30397	28106.6	4015.23
8122	0.30419	28127.2	3125.24
8123	0.31868	29466.6	3683.32
8124	0.27651	25567.7	3652.53
8125	0.40863	37783.9	4198.21
8126	0.37934	35075.8	3188.71
8127	0.27127	25083.4	6270.86
8128	0.28242	26114.1	3730.59
8129	0.22981	21249.1	4249.82
8130	0.24402	22563.2	5640.79
8131	0.18829	17410.5	2487.21
8132	0.19024	17590.4	3518.08
8133	0.20329	18797.4	3759.49
8134	0.30888	28560.5	3570.06
8135	0.22171	20500.8	5125.2
8136	0.24565	22714.1	3785.68
8137	0.28842	26668.8	3809.83
8138	0.33551	31022.7	3877.83
8139	0.28747	26580.7	4430.12
8140	0.33438	30918.4	3435.38
8141	0.22684	20974.8	5243.69
8142	0.29622	27390.4	3423.8
8143	0.30429	28135.9	3126.21
8144	0.60561	55998.4	18666.1
8145	0.28937	26756.9	3344.61
8146	0.20331	18799.2	3759.85
8147	0.30881	28553.9	3172.65
8148	0.20658	19101.3	4775.33
8149	0.22835	21114.4	5278.59
8150	0.34472	31875	3984.37
8151	0.19531	18059.7	6019.91
8152	0.26441	24449	2716.56
8153	0.41729	38585.3	4823.16
8154	0.28763	26596.1	2955.12
8155	0.28541	26390.3	4398.39
8156	0.74732	69101.6	13820.3
