#IID	F_ROH	ROH_length_kB	KBAVG
8101	0.33478	30956.9	2814.26
8102	0.36175	33451.1	6690.23
8103	0.42242	39061.5	3906.15
8104	0.29939	27684.5	3460.56
8105	0.30613	28307.8	3538.47
8106	0.25988	24031.4	2670.16
8107	0.17579	16255.1	3251.03
8108	0.19843	18348.8	3669.75
8109	0.16880	15609.4	5203.12
8110	0.26920	24893.4	2765.93
8111	0.35802	33106.5	3678.5
8112	0.29856	27607.5	5521.5
8113	0.21999	20342.9	2906.12
8114	0.20653	19097.5	3819.51
8115	0.42818	39593.7	4399.29
8116	0.41357	38242.9	4780.37
8117	0.44832	41456.3	4145.63
8118	0.37472	34650.5	4331.31
8119	0.13747	12711.5	3177.88
8120	0.25570	23645	3940.84
8121	0.25186	23289.5	3881.58
8122	0.34597	31991.6	3998.95
8123	0.20756	19193.2	3838.64
8124	0.28794	26626.3	3803.76
8125	0.33672	31137	6227.4
8126	0.33545	31019.4	3446.6
8127	0.19602	18126.4	3625.28
8128	0.25475	23557.1	3926.18
8129	0.20630	19076.9	2384.61
8130	0.47225	43669.2	6238.46
8131	0.34121	31551.9	3943.99
8132	0.30205	27930.3	2539.12
8133	0.28447	26304.7	2922.75
8134	0.26098	24132.6	3016.58
8135	0.34467	31872.1	4553.15
8136	0.28525	26377.6	3297.2
8137	0.20907	19332.8	3222.13
8138	0.37301	34492.7	5748.78
8139	0.38091	35222.6	4402.83
8140	0.24709	22848.1	2538.68
8141	0.36610	33853.8	4231.72
8142	0.26220	24245.9	3463.7
8143	0.34639	32030.8	3203.08
8144	0.39832	36832.4	4092.49
8145	0.44769	41398	6899.67
8146	0.33456	30936.6	3867.07
8147	0.18269	16893.7	4223.42
8148	0.31381	29018.4	4836.39
8149	0.43692	40402.2	8080.45
8150	0.48428	44781.2	4975.69
8151	0.32877	30401.9	3800.24
8152	0.28574	26422.2	3774.59
8153	0.29352	27141.8	3015.75
8154	0.31552	29175.8	4862.63
8155	0.29574	27347.1	4557.85
8156	0.17355	16047.8	4011.94
8157	0.18061	16701.4	3340.27
8158	0.19910	18410.4	2630.05
8159	0.33301	30793.9	3421.54
8160	0.37021	34233.8	4279.22
8161	0.36214	33487.3	5581.22
8162	0.38970	36035.9	4504.49
8163	0.36898	34119.4	6823.89
8164	0.28777	26610.4	2956.72
8165	0.30760	28444	3160.44
8166	0.19276	17824.7	3564.94
8167	0.20869	19297.6	3859.52
8168	0.51534	47653.5	7942.25
8169	0.37026	34237.9	3804.21
8170	0.25484	23565.1	3366.44
