Sim_name	Avg_He
sim_1_selection_model_s06_chr3	0.0519226410934744
sim_2_selection_model_s06_chr3	0.0486244791666667
sim_3_selection_model_s06_chr3	0.0509913194444444
sim_4_selection_model_s06_chr3	0.1513875
sim_5_selection_model_s06_chr3	0.0855395833333333
sim_6_selection_model_s06_chr3	0.0710472671568627
sim_7_selection_model_s06_chr3	0.095
sim_8_selection_model_s06_chr3	0.30629
sim_9_selection_model_s06_chr3	0.13181875
sim_10_selection_model_s06_chr3	0.300061319444444
sim_11_selection_model_s06_chr3	0.4559625
sim_12_selection_model_s06_chr3	0.0543380681818182
sim_13_selection_model_s06_chr3	0.0377990550595238
sim_14_selection_model_s06_chr3	0.0317375
sim_15_selection_model_s06_chr3	NA
sim_16_selection_model_s06_chr3	0.0570840909090909
sim_17_selection_model_s06_chr3	0.0470216847826087
sim_18_selection_model_s06_chr3	0.075590625
sim_19_selection_model_s06_chr3	0.0531495014880952
sim_20_selection_model_s06_chr3	0.0727104166666667
