#IID	F_ROH	ROH_length_kB	KBAVG
39541	0.45769	42321.4	3847.4
39542	0.26750	24735	2248.63
39543	0.27114	25071.5	2279.23
39544	0.24795	22927.6	2084.33
39545	0.17228	15930	1593
39546	0.21730	20093.2	2009.32
39547	0.22536	20838.3	2083.83
39548	0.28631	26474.6	2206.22
39549	0.17819	16476.8	2059.6
39550	0.28716	26553.2	2655.32
39551	0.32494	30046.4	2003.1
39552	0.32014	29603	2466.91
39553	0.14779	13666.2	2277.7
39554	0.36605	33847.8	2115.49
39555	0.25592	23664.5	2366.45
39556	0.20978	19397.9	1939.79
39557	0.28901	26723.9	2226.99
39558	0.13369	12361.9	2472.39
39559	0.18070	16709.4	2088.68
39560	0.24632	22776.8	2277.68
39561	0.19288	17835.5	2547.92
39562	0.29901	27648.4	1974.89
39563	0.19630	18151.8	1650.16
39564	0.18741	17329.5	2166.19
39565	0.25807	23863.3	2982.91
39566	0.26294	24313.1	2431.31
39567	0.37684	34845.5	3167.78
39568	0.25571	23645.3	2149.57
39569	0.23231	21480.8	2386.75
39570	0.29425	27208.7	1943.48
39571	0.35516	32841.1	2985.56
39572	0.19675	18192.9	1653.9
39573	0.18430	17041.7	2130.21
39574	0.20480	18937.4	2367.18
39575	0.26436	24445.2	2222.29
39576	0.28094	25978.2	1998.33
39577	0.13611	12585.6	2097.59
39578	0.28264	26135.6	2903.96
39579	0.29179	26981	2452.82
39580	0.39910	36903.9	5271.99
39581	0.24949	23070	2307
39582	0.15989	14784.3	1642.7
39583	0.16660	15404.8	2567.46
39584	0.13499	12482.3	2080.38
39585	0.19652	18171.5	3634.29
39586	0.21171	19576	2447
39587	0.25810	23865.6	2651.74
39588	0.25686	23751.7	2375.17
39589	0.45234	41826.7	2788.44
39590	0.28948	26767.8	2433.43
39591	0.32814	30342.3	2528.53
39592	0.18864	17443.5	2491.93
39593	0.30051	27788	3087.56
39594	0.21977	20321.5	2540.19
39595	0.19519	18048.7	1804.87
39596	0.17578	16253.9	1805.99
39597	0.15134	13994.3	1749.28
39598	0.14114	13050.8	2175.14
39599	0.32010	29599.3	2466.61
39600	0.22769	21054.3	2105.43
39601	0.14209	13138.4	2189.74
39602	0.19398	17936.6	3587.32
39603	0.24191	22369.2	2033.56
39604	0.21931	20279.5	2253.28
39605	0.30768	28450.3	3161.14
39606	0.29430	27213.6	2473.97
39607	0.10824	10008.5	1668.09
39608	0.11602	10728.2	1788.03
39609	0.26131	24162.5	2416.25
39610	0.19990	18484.6	1848.46
39611	0.31714	29325.4	2443.79
39612	0.17627	16299	2328.42
39613	0.29764	27522.2	3931.74
39614	0.21438	19823.5	1982.35
39615	0.22625	20921.2	2615.15
39616	0.19317	17862	1984.67
39617	0.19797	18306.3	2034.03
39618	0.33358	30845.3	2570.44
39619	0.21277	19674	1967.4
39620	0.20500	18956.1	1723.28
39621	0.15183	14039	2005.58
39622	0.19110	17671	1963.45
39623	0.28386	26248.4	2624.84
39624	0.24370	22534.2	2253.42
39625	0.20310	18780.1	1878.01
39626	0.31540	29164.4	4166.34
39627	0.27169	25122.4	2283.86
39628	0.19012	17579.7	2929.94
39629	0.21215	19616.8	2179.64
39630	0.21916	20265.4	2251.71
39631	0.22645	20939.8	2326.64
39632	0.28329	26195.1	2619.51
39633	0.24149	22329.8	2232.98
39634	0.27470	25401.2	3175.15
39635	0.30255	27975.9	3108.44
39636	0.21470	19852.9	2205.87
39637	0.24998	23115.1	2568.34
39638	0.29918	27664.5	2128.04
39639	0.24356	22521.4	2047.4
39640	0.16651	15396.4	2566.07
39641	0.14713	13604.8	1700.6
39642	0.11990	11086.7	1583.81
39643	0.27907	25805.4	2150.45
39644	0.24815	22946.2	1912.18
39645	0.24033	22223.2	1851.93
39646	0.29679	27443.2	3430.4
39647	0.15119	13980.5	2330.08
39648	0.13126	12137.3	2022.88
39649	0.34132	31560.9	3506.77
39650	0.25509	23587.4	2358.74
39651	0.20699	19140.4	2126.72
39652	0.31127	28782.3	3198.04
39653	0.14674	13568.5	1507.61
39654	0.18454	17064.4	2133.04
39655	0.38623	35713.5	2747.19
39656	0.28445	26302.7	2630.27
39657	0.24208	22384.5	2238.45
39658	0.48084	44461.9	3175.85
39659	0.32966	30482.7	2344.82
39660	0.23842	22045.8	2755.72
39661	0.35554	32875.9	2348.28
39662	0.38600	35693	2379.53
39663	0.30707	28393.8	2184.14
39664	0.23569	21793.4	1981.22
39665	0.21653	20022.4	1668.53
39666	0.24519	22671.8	1889.32
39667	0.08976	8300.26	1660.05
39668	0.28369	26232.6	2384.78
39669	0.28944	26763.6	3345.46
39670	0.16164	14946.6	2135.23
39671	0.30865	28540.1	2378.34
39672	0.26494	24498.8	2722.09
39673	0.17779	16440.2	2055.03
39674	0.21605	19977.3	1664.78
39675	0.17414	16102	2012.75
39676	0.18036	16677.2	2084.65
39677	0.19498	18029.2	2575.6
39678	0.21322	19716.1	2816.58
39679	0.26703	24691.9	2244.72
39680	0.22248	20572.3	1714.36
39681	0.22063	20401.1	2040.11
39682	0.27678	25593.5	2132.79
39683	0.21602	19975	2219.44
39684	0.24599	22745.9	2527.33
39685	0.22954	21224.9	2122.49
39686	0.15007	13877.1	2775.43
