#IID	F_ROH	ROH_length_kB	KBAVG
39541	0.28176	26049.3	2368.12
39542	0.13163	12170	1738.58
39543	0.18440	17048.2	2841.37
39544	0.14455	13364.4	1670.55
39545	0.15768	14577.5	1822.18
39546	0.32685	30218.5	2518.21
39547	0.24079	22261.6	2473.51
39548	0.27133	25085	5017
39549	0.21254	19649.8	2183.31
39550	0.16295	15065.2	1673.91
39551	0.15845	14648.9	2441.48
39552	0.28826	26650.8	1903.63
39553	0.29371	27153.9	2262.82
39554	0.14667	13560.4	1937.2
39555	0.58336	53933.4	7704.76
39556	0.19660	18175.8	1817.58
39557	0.38344	35449.8	2532.13
39558	0.11156	10314.2	1719.03
39559	0.24022	22208.9	2220.89
39560	0.13499	12479.9	1782.84
39561	0.20497	18950.3	2368.78
39562	0.32702	30233.8	2519.49
39563	0.23501	21726.9	1810.58
39564	0.31420	29048.8	2234.52
39565	0.25397	23479.9	2608.88
39566	0.22142	20470.8	2924.41
39567	0.26547	24543.5	2231.23
39568	0.31855	29450.9	1963.4
39569	0.26014	24051.1	2405.11
39570	0.22202	20526.4	1866.04
39571	0.27162	25112.3	1931.72
39572	0.22545	20843.3	2977.61
39573	0.26701	24686	2244.18
39574	0.21442	19823.5	1802.14
39575	0.29914	27656.3	1728.52
39576	0.26002	24040	2671.11
39577	0.28628	26467.2	2205.6
39578	0.14523	13427.3	1678.41
39579	0.16525	15277.4	1697.49
39580	0.14876	13752.9	1719.11
39581	0.25751	23807.6	2645.29
39582	0.27484	25410	2310
39583	0.21967	20309.5	2256.61
39584	0.26408	24414.7	2219.52
39585	0.31162	28810.3	2216.18
39586	0.14675	13567.2	2713.44
39587	0.23404	21637.2	1967.02
39588	0.27561	25480.9	2831.21
39589	0.29938	27678.1	2516.19
39590	0.17655	16322.2	1632.22
39591	0.20127	18607.7	1860.77
39592	0.18308	16925.9	1880.65
39593	0.19673	18187.9	2273.48
39594	0.10575	9776.99	1955.4
39595	0.16870	15596.7	1949.58
39596	0.23448	21678.1	2408.67
39597	0.21366	19753.4	1646.12
39598	0.21632	19999.5	1666.62
39599	0.32161	29734.1	2123.87
39600	0.29075	26880.2	2240.01
39601	0.29114	26916.5	3364.56
39602	0.22016	20354.4	2035.44
39603	0.21111	19517.6	2168.62
39604	0.29034	26842.4	2236.87
39605	0.32514	30060.3	2312.33
39606	0.25673	23735.7	2373.57
39607	0.33745	31198	2599.84
39608	0.23953	22144.8	2013.16
39609	0.24508	22657.9	1888.16
39610	0.31564	29181.8	2918.18
39611	0.22690	20977.7	1748.14
39612	0.40376	37328.3	3110.69
39613	0.19739	18248.9	2027.65
39614	0.25476	23553.5	2617.05
39615	0.22430	20737.1	2073.71
39616	0.30391	28097.6	2006.97
39617	0.18965	17533.2	1948.14
39618	0.23675	21888.5	2432.06
39619	0.09717	8983.85	1796.77
39620	0.16054	14842.2	1649.13
39621	0.22547	20844.9	2316.1
