#IID	F_ROH	ROH_length_kB	KBAVG
2551	0.39508	36506.7	7301.34
2552	0.24324	22476.3	5619.08
2553	0.16674	15407.4	7703.69
2554	0.22793	21061.3	7020.43
2555	0.15394	14225	7112.48
2556	0.19789	18285.8	9142.92
2557	0.05301	4898.71	4898.71
2558	0.15613	14427.4	4809.14
2559	0.39090	36120.4	18060.2
2560	0.32471	30004.6	10001.5
2561	0.24699	22823.2	7607.75
2562	0.04752	4390.68	4390.68
2563	0.20413	18862.8	9431.42
2564	0.34568	31942.6	7985.64
2565	0.13287	12277.9	4092.62
2566	0.15050	13906.7	4635.56
2567	0.38081	35188.1	8797.02
2568	0.18325	16933	5644.35
2569	0.13232	12226.6	6113.32
2570	0.24983	23085.2	7695.08
2571	0.37282	34449.7	11483.2
2572	0.12728	11761.1	5880.57
2573	0.26008	24032.3	4806.46
2574	0.14180	13103.3	4367.77
2575	0.04720	4361.62	4361.62
2576	0.17232	15923.3	5307.77
2577	0.28351	26197.1	5239.42
2578	0.06393	5907.22	5907.22
2579	0.27033	24979.4	8326.47
2580	0.29630	27379	6844.74
2581	0.27839	25724.5	6431.12
2582	0.13495	12470.3	4156.76
2583	0.10825	10003.1	5001.57
2584	0.26102	24118.9	8039.65
2585	0.36485	33713.3	6742.65
2586	0.15296	14133.8	14133.8
2587	0.09671	8936.72	4468.36
2588	0.27874	25756.6	5151.32
2589	0.42669	39427.9	9856.99
2590	0.05203	4807.65	4807.65
2591	0.05299	4896.3	4896.3
2592	0.34261	31658.2	7914.56
2593	0.30595	28270.6	9423.54
2594	0.46400	42875.2	14291.7
2595	0.34993	32335.2	8083.81
2596	0.13087	12093.1	6046.56
2597	0.20793	19213.6	9606.79
2598	0.17999	16631.4	8315.71
2599	0.09232	8530.72	4265.36
2600	0.14987	13848.3	6924.17
