Simulation	Fifth_Percentile	Avg_H_e
Simulation 6	0.14850884406	0.333379003360371
Simulation 16	0.15110907749	0.330110085532367
Simulation 3	0.1580189598	0.356780796845615
Simulation 18	0.15884457324	0.349761781575128
Simulation 19	0.161993733328333	0.355166663519782
Simulation 4	0.16227076575	0.34537911931975
Simulation 20	0.16878387184	0.345428174770957
Simulation 13	0.17138378736	0.339277930654932
Simulation 8	0.171699917526	0.342296093329483
Simulation 1	0.175746011274	0.346650539729889
Simulation 2	0.178693800481818	0.361506240638927
Simulation 9	0.17934672842	0.345581252521216
Simulation 10	0.186064832266667	0.363039658058033
Simulation 17	0.1924639995	0.344282242665155
Simulation 15	0.200632166384	0.359686555151468
Simulation 12	0.201498288895	0.354455265681866
Simulation 11	0.20631997556	0.360218898374708
Simulation 5	0.21979902	0.367294771447967
Simulation 14	0.22087906136	0.373537911236022
Simulation 7	0.2321395072	0.364946133832052
