#IID	F_ROH	ROH_length_kB	KBAVG
11076	0.18820	17401.1	3480.21
11077	0.13752	12714.9	2542.97
11078	0.19413	17949.2	2564.18
11079	0.24824	22952.3	3278.9
11080	0.18100	16735.2	2390.74
11081	0.39188	36232.2	5176.03
11082	0.09088	8402.25	2100.56
11083	0.17644	16313.3	3262.66
11084	0.06496	6006.51	1501.63
11085	0.17334	16026.3	3205.26
11086	0.26163	24189.8	3023.72
11087	0.13265	12264.5	2044.09
11088	0.21117	19524.3	2440.53
11089	0.20502	18955.8	2707.97
11090	0.19639	18157.7	2269.72
11091	0.19086	17646.4	2941.07
11092	0.20908	19330.8	3221.8
11093	0.22803	21082.9	4216.59
11094	0.20302	18771.3	3128.55
11095	0.23486	21714.9	2412.77
11096	0.27242	25187.7	2798.63
11097	0.25985	24024.9	3432.13
11098	0.31468	29094.8	3232.75
11099	0.37840	34986.1	3887.35
11100	0.26988	24952.8	2495.28
11101	0.42019	38850	3237.5
11102	0.32867	30388.5	2532.38
11103	0.07869	7275.33	2425.11
11104	0.16149	14931.5	2133.08
11105	0.30175	27899.1	3099.9
11106	0.23222	21470.8	2683.85
11107	0.22367	20680	2068
11108	0.13462	12446.4	1778.06
11109	0.19007	17573.3	4393.32
11110	0.19392	17929.5	1992.17
11111	0.27809	25712.2	2856.91
11112	0.24466	22620.8	2827.6
11113	0.27132	25085.8	2280.53
11114	0.14354	13271.6	2211.94
11115	0.14208	13136.7	2627.34
11116	0.24116	22297.7	3716.28
11117	0.17772	16431.6	2347.37
11118	0.11149	10308.5	1718.08
11119	0.16445	15204.8	3801.21
11120	0.22132	20463.2	3410.53
11121	0.08095	7484.46	2494.82
11122	0.14869	13747.4	2749.48
11123	0.21586	19958.5	2851.22
11124	0.17661	16329.2	2721.53
11125	0.18023	16663.5	1851.5
11126	0.23979	22170.8	2463.42
11127	0.15248	14098.4	2014.06
11128	0.14886	13763.3	1966.19
11129	0.14038	12979.4	2595.87
11130	0.09389	8680.83	2170.21
11131	0.14054	12993.7	2165.62
11132	0.21464	19845.2	2480.65
11133	0.17589	16262.9	2032.87
11134	0.13432	12419.2	1774.17
11135	0.28027	25913.3	2355.76
11136	0.21365	19753.3	2469.16
11137	0.15589	14413.6	2882.71
11138	0.13329	12323.8	1369.31
11139	0.22470	20775.5	2596.94
11140	0.20193	18669.9	2074.44
11141	0.16446	15205.6	2172.23
11142	0.43098	39848	3622.55
11143	0.24535	22684.9	2520.54
11144	0.11962	11059.8	1843.31
11145	0.35528	32848.4	2737.37
11146	0.18651	17244.1	2463.45
11147	0.25338	23427.4	2342.74
11148	0.16263	15036.2	1879.53
11149	0.25511	23587.5	3369.65
11150	0.16388	15152.3	2164.61
11151	0.11003	10173.6	1695.6
11152	0.22459	20765.5	2076.55
11153	0.25444	23525.1	2352.51
11154	0.23242	21489.3	3069.9
11155	0.21899	20247.6	3374.61
11156	0.15097	13958.1	2791.61
11157	0.25632	23698.8	2369.88
11158	0.15737	14550.5	2425.08
11159	0.17313	16007.7	1600.77
11160	0.16582	15331.7	2555.29
11161	0.22501	20804.5	2600.56
11162	0.22274	20594.2	2942.04
11163	0.44156	40825.9	4082.59
11164	0.22580	20876.8	2982.4
11165	0.31079	28735.2	2612.29
11166	0.13693	12660.7	1808.67
11167	0.19544	18069.7	2581.39
11168	0.26201	24225.4	2691.71
11169	0.12416	11479.5	2295.9
11170	0.19812	18318.1	2289.76
11171	0.11920	11020.8	1836.81
11172	0.11527	10657.4	2131.48
11173	0.21513	19890.6	2486.33
11174	0.18860	17437.2	2179.66
11175	0.21622	19991	2855.86
11176	0.11431	10568.8	1761.47
11177	0.18917	17490.6	2498.65
11178	0.24786	22917.1	3819.52
11179	0.17265	15962.7	2660.45
11180	0.44695	41324.1	3443.67
11181	0.19228	17777.9	1616.17
11182	0.22996	21261.9	4252.39
11183	0.12007	11101.2	2220.24
11184	0.20108	18591.9	4647.97
11185	0.30831	28506.1	3563.26
11186	0.13652	12622.3	1577.79
11187	0.20589	19035.8	2719.39
11188	0.26039	24075.7	2675.08
11189	0.10470	9680.74	1613.46
11190	0.15012	13880	2776
11191	0.18705	17294.5	1921.61
11192	0.23013	21277.1	2127.71
11193	0.33223	30717.5	2559.79
11194	0.12175	11256.7	1876.11
11195	0.25493	23570.4	2946.3
11196	0.13176	12181.9	2030.32
11197	0.13724	12689	3172.24
11198	0.16181	14960.6	1662.29
11199	0.16611	15357.9	2193.98
11200	0.25278	23371.9	3895.32
11201	0.26171	24196.9	2688.55
11202	0.16005	14797.7	1849.71
11203	0.21685	20049.6	3341.6
11204	0.14147	13080.1	1868.58
11205	0.26502	24503.4	2722.6
11206	0.09899	9152.87	1830.57
11207	0.16918	15642.4	3128.48
11208	0.17167	15872.4	2267.49
11209	0.09820	9079.09	1513.18
11210	0.26507	24507.6	2450.76
11211	0.19604	18125.5	2265.68
11212	0.18993	17560.8	2508.68
11213	0.17428	16113.5	2301.92
11214	0.22001	20342.2	2260.24
11215	0.23571	21793.8	2421.54
11216	0.30462	28165	2347.08
11217	0.13605	12578.7	3144.68
11218	0.17018	15734.6	3146.91
11219	0.13069	12083.1	2416.62
11220	0.36725	33955.5	3086.86
11221	0.24561	22708.5	3244.07
11222	0.12695	11737.5	2347.5
11223	0.04375	4045.23	1348.41
11224	0.18685	17276.2	2159.52
11225	0.37665	34824.9	3165.9
11226	0.17091	15802	2633.67
11227	0.13556	12533.3	1790.47
11228	0.21708	20070.7	2508.83
11229	0.23271	21516	2390.67
11230	0.30560	28255.6	4036.52
11231	0.22562	20860.7	2317.86
11232	0.29213	27010.1	2701.01
11233	0.22687	20975.8	2621.98
11234	0.29245	27039.2	3379.9
11235	0.14046	12987	1855.28
11236	0.25982	24022.4	2001.87
11237	0.13211	12215.1	1526.89
11238	0.13469	12453.4	2490.69
11239	0.18136	16768	4192.01
11240	0.22102	20434.9	4086.99
11241	0.26915	24885	3555.01
11242	0.09754	9018.36	2254.59
11243	0.21389	19775.6	2825.09
11244	0.25357	23444.7	2344.47
11245	0.21745	20105	2513.12
11246	0.19099	17658.6	2943.1
11247	0.20436	18895.1	2099.45
11248	0.09435	8723.11	1744.62
11249	0.09801	9062.3	2265.57
11250	0.14711	13601.4	2266.89
11251	0.14903	13778.7	3444.68
11252	0.23558	21781.1	3630.19
11253	0.22130	20460.9	2273.43
11254	0.21002	19417.9	3236.31
11255	0.14439	13350.5	4450.15
11256	0.19672	18188.7	2020.96
11257	0.25435	23516.6	2612.96
11258	0.21113	19521.1	2788.73
11259	0.20623	19067.9	2723.98
11260	0.26546	24544.1	3068.02
11261	0.24909	23030.5	2878.81
11262	0.17241	15940.4	1992.55
11263	0.11889	10992.2	1832.03
11264	0.15727	14541.1	2077.3
11265	0.18441	17049.8	1704.98
11266	0.14508	13413.8	1916.25
11267	0.22606	20901.6	2090.16
11268	0.21357	19746.4	3291.06
11269	0.25165	23267.6	2908.45
11270	0.27092	25048.6	2783.18
11271	0.22313	20630.6	2578.83
11272	0.14037	12978.8	2163.14
11273	0.23865	22064.8	3152.11
11274	0.10205	9434.93	3144.98
11275	0.17672	16338.8	2723.13
11276	0.30859	28532.1	2194.78
11277	0.33568	31036.8	3879.6
11278	0.19199	17751	4437.74
11279	0.08936	8262.4	1377.07
11280	0.17107	15816.5	2636.08
11281	0.14902	13778.1	1530.9
11282	0.21942	20287.4	2535.92
11283	0.14752	13639.7	1948.52
11284	0.15320	14164.7	1573.86
11285	0.21560	19933.8	2847.69
11286	0.13477	12460.2	2492.04
11287	0.17690	16355.9	2044.49
11288	0.24617	22760.6	3251.51
11289	0.22322	20638.3	2293.14
11290	0.31181	28829.6	7207.4
11291	0.22924	21195	2649.38
11292	0.15706	14521.6	1815.2
11293	0.10160	9393.33	1878.67
11294	0.21276	19671.8	1967.18
11295	0.06929	6406.1	2135.37
11296	0.15367	14207.9	2029.7
11297	0.26650	24640.2	2737.8
11298	0.17133	15841.1	2640.18
11299	0.49882	46119.7	7686.61
11300	0.16160	14940.9	2134.42
11301	0.11654	10774.8	2693.71
11302	0.30697	28381.6	4730.27
11303	0.28635	26475.3	2941.7
11304	0.24689	22826.6	3260.94
11305	0.25137	23241.5	1936.79
11306	0.23095	21352.9	2135.29
11307	0.18594	17191.9	2148.99
11308	0.36788	34013.3	2834.44
11309	0.26708	24693.5	2244.86
11310	0.18098	16733.3	2091.67
11311	0.30803	28479.7	3559.96
11312	0.18516	17119.2	2853.2
11313	0.28289	26155.1	2377.74
11314	0.25529	23603.7	2950.47
11315	0.13428	12414.9	1773.56
11316	0.14225	13152.6	3288.14
11317	0.13807	12765.6	2553.12
11318	0.15886	14688.1	2937.61
11319	0.04120	3809.25	1269.75
11320	0.26192	24216.3	3027.04
11321	0.14426	13338.5	1905.5
11322	0.23081	21340.3	3556.72
11323	0.13296	12293.1	2458.61
11324	0.18072	16709	2387
11325	0.21811	20166.4	2880.91
11326	0.21773	20131.1	2236.79
11327	0.26813	24790.9	2479.09
11328	0.24115	22296.6	2477.4
11329	0.13073	12087.1	3021.76
11330	0.31431	29061	3229
11331	0.22600	20895.7	2985.1
11332	0.44837	41455.7	5181.96
11333	0.15757	14568.9	2428.14
11334	0.17483	16164.3	2309.18
11335	0.15833	14638.8	3659.69
11336	0.18272	16893.9	1689.39
11337	0.25256	23351.5	2918.94
11338	0.29626	27392	2282.67
11339	0.20578	19026.3	2378.29
11340	0.22765	21047.9	3507.99
11341	0.16261	15034.7	2147.82
11342	0.26172	24197.9	2419.79
11343	0.18144	16775.5	2795.92
11344	0.30194	27916.8	6979.21
11345	0.17521	16199.9	3239.98
11346	0.27472	25400.4	1814.32
11347	0.23937	22131.5	2459.05
11348	0.23389	21625	1965.91
11349	0.24628	22771	4554.19
11350	0.24196	22370.8	2485.65
11351	0.19123	17681.1	2210.13
11352	0.17924	16572.6	2367.52
11353	0.14350	13267.6	3316.91
11354	0.17847	16500.9	4125.21
11355	0.07760	7174.46	1793.62
11356	0.29016	26827.4	2438.86
11357	0.19384	17922.2	2560.31
11358	0.06381	5899.97	1474.99
11359	0.23659	21874.8	2430.54
11360	0.26241	24262	2695.77
11361	0.24125	22305.3	2230.53
11362	0.30132	27859.8	3095.53
11363	0.14652	13546.8	3386.71
11364	0.35634	32947	4118.38
11365	0.21144	19549.3	2792.76
11366	0.16661	15404.5	2200.65
11367	0.21354	19744	3290.67
11368	0.37803	34952.4	4993.2
11369	0.30786	28463.8	4743.96
11370	0.16666	15408.9	3081.78
11371	0.35035	32392.8	4627.55
11372	0.09783	9044.89	1808.98
11373	0.08695	8039.05	2009.76
11374	0.12564	11616.4	2323.28
11375	0.27974	25864.2	2351.29
11376	0.09064	8380.34	2095.09
11377	0.19524	18051.8	1805.18
11378	0.31896	29490.1	4212.88
11379	0.20480	18935.9	2705.13
11380	0.28751	26582.3	3322.79
11381	0.12907	11933.4	2386.68
11382	0.12795	11830.2	1971.7
11383	0.13573	12549.5	2509.89
11384	0.30526	28223.4	2565.77
11385	0.16875	15602.2	3120.45
11386	0.24158	22335.7	2481.74
11387	0.17890	16541	1837.89
11388	0.14141	13074.2	3268.54
11389	0.42887	39652.7	3050.21
11390	0.15373	14213.5	3553.36
