#IID	F_ROH	ROH_length_kB	KBAVG
11076	0.13334	12329.3	2465.85
11077	0.16984	15704.1	2243.45
11078	0.13966	12912.9	2582.59
11079	0.16004	14797.2	2466.2
11080	0.12815	11849.2	2369.85
11081	0.21827	20181.4	4036.27
11082	0.12568	11620.6	1660.09
11083	0.10681	9875.43	2468.86
11084	0.10520	9726.99	1945.4
11085	0.14286	13209.3	1887.04
11086	0.14409	13323.1	3330.78
11087	0.18336	16954.3	2825.71
11088	0.24499	22652.5	3775.41
11089	0.08668	8014.67	2003.67
11090	0.22399	20710.6	2301.18
11091	0.15270	14119.3	2823.85
11092	0.06173	5707.89	1902.63
11093	0.15537	14365.4	2873.08
11094	0.43335	40068.1	5724.01
11095	0.18148	16779.8	2097.48
11096	0.16599	15347.9	1918.49
11097	0.10509	9716.74	2429.19
11098	0.15149	14006.7	2000.96
11099	0.18901	17476.7	1941.86
11100	0.12739	11778.7	2355.74
11101	0.06745	6236.78	2078.93
11102	0.09526	8808.36	2202.09
11103	0.35159	32509.2	3250.92
11104	0.15429	14266.1	2377.68
11105	0.26970	24936.9	3562.42
11106	0.21496	19875.3	2484.41
11107	0.19966	18460.8	3076.8
11108	0.13492	12475	2079.16
11109	0.15411	14249.5	2035.64
11110	0.21407	19793.3	2474.16
11111	0.28200	26074.2	2897.13
11112	0.17343	16035.6	2004.45
11113	0.14649	13545.1	2709.03
11114	0.17653	16322.2	2331.75
11115	0.10232	9460.76	1576.79
11116	0.12245	11321.7	2264.33
11117	0.07627	7052.27	1763.07
11118	0.26761	24743.7	3534.82
11119	0.30117	27846.5	3480.81
11120	0.01135	1049.3	1049.3
11121	0.13291	12289.2	2457.85
11122	0.19422	17958.1	3591.61
11123	0.22753	21038.2	3005.46
11124	0.22322	20639.1	3439.85
11125	0.33674	31136.1	3459.56
11126	0.29794	27548.5	3935.5
11127	0.15225	14077.3	2815.46
11128	0.04978	4602.72	1534.24
11129	0.07501	6935.46	1387.09
11130	0.20576	19025.4	2113.94
11131	0.19709	18223.8	2277.97
11132	0.08711	8054.41	1610.88
11133	0.05644	5218.39	1739.46
11134	0.06506	6015.17	2005.06
11135	0.19587	18110.2	2587.17
11136	0.18348	16964.7	1884.96
11137	0.18943	17514.9	2189.37
11138	0.09592	8869.28	2217.32
11139	0.23030	21293.6	2365.95
11140	0.14784	13669.7	2278.29
11141	0.14893	13770.2	2754.05
11142	0.12446	11508.1	2301.63
11143	0.23366	21604.3	3086.33
11144	0.19351	17892.2	2982.03
