CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	47100001	25	0.5	700	[47100001,47800000]
3	47800001	26	0.52	400	[47800001,48200000]
3	48200001	25	0.5	800	[48200001,49000000]
3	49000001	24	0.48	800	[49000001,49800000]
3	49800001	23	0.46	400	[49800001,50200000]
3	51500001	24	0.48	300	[51500001,51800000]
3	51800001	27	0.54	2300	[51800001,54100000]
3	54100001	28	0.56	200	[54100001,54300000]
3	54300001	27	0.54	300	[54300001,54600000]
3	54600001	28	0.56	1400	[54600001,56000000]
3	56000001	29	0.58	900	[56000001,56900000]
3	56900001	28	0.56	1000	[56900001,57900000]
3	57900001	29	0.58	800	[57900001,58700000]
3	58700001	27	0.54	800	[58700001,59500000]
3	59500001	31	0.62	200	[59500001,59700000]
3	59700001	30	0.6	700	[59700001,60400000]
3	60400001	29	0.58	100	[60400001,60500000]
3	60500001	31	0.62	1000	[60500001,61500000]
3	61500001	23	0.46	200	[61500001,61700000]
3	61700001	24	0.48	1500	[61700001,63200000]
3	63200001	21	0.42	200	[63200001,63400000]
3	63400001	23	0.46	600	[63400001,64000000]
3	67800001	27	0.54	300	[67800001,68100000]
3	68100001	25	0.5	1500	[68100001,69600000]
3	69600001	22	0.44	400	[69600001,70000000]
3	70000001	24	0.48	300	[70000001,70300000]
3	70300001	27	0.54	200	[70300001,70500000]
3	70500001	26	0.52	600	[70500001,71100000]
3	71100001	25	0.5	200	[71100001,71300000]
3	71300001	26	0.52	1400	[71300001,72700000]
3	72700001	23	0.46	300	[72700001,73000000]
3	76800001	20	0.4	300	[76800001,77100000]
3	77100001	19	0.38	600	[77100001,77700000]
3	78400001	19	0.38	200	[78400001,78600000]
3	78700001	19	0.38	1100	[78700001,79800000]
3	47800000	25	0.5	700	[47100001,47800000]
3	48200000	26	0.52	400	[47800001,48200000]
3	49000000	25	0.5	800	[48200001,49000000]
3	49800000	24	0.48	800	[49000001,49800000]
3	50200000	23	0.46	400	[49800001,50200000]
3	51800000	24	0.48	300	[51500001,51800000]
3	54100000	27	0.54	2300	[51800001,54100000]
3	54300000	28	0.56	200	[54100001,54300000]
3	54600000	27	0.54	300	[54300001,54600000]
3	56000000	28	0.56	1400	[54600001,56000000]
3	56900000	29	0.58	900	[56000001,56900000]
3	57900000	28	0.56	1000	[56900001,57900000]
3	58700000	29	0.58	800	[57900001,58700000]
3	59500000	27	0.54	800	[58700001,59500000]
3	59700000	31	0.62	200	[59500001,59700000]
3	60400000	30	0.6	700	[59700001,60400000]
3	60500000	29	0.58	100	[60400001,60500000]
3	61500000	31	0.62	1000	[60500001,61500000]
3	61700000	23	0.46	200	[61500001,61700000]
3	63200000	24	0.48	1500	[61700001,63200000]
3	63400000	21	0.42	200	[63200001,63400000]
3	64000000	23	0.46	600	[63400001,64000000]
3	68100000	27	0.54	300	[67800001,68100000]
3	69600000	25	0.5	1500	[68100001,69600000]
3	70000000	22	0.44	400	[69600001,70000000]
3	70300000	24	0.48	300	[70000001,70300000]
3	70500000	27	0.54	200	[70300001,70500000]
3	71100000	26	0.52	600	[70500001,71100000]
3	71300000	25	0.5	200	[71100001,71300000]
3	72700000	26	0.52	1400	[71300001,72700000]
3	73000000	23	0.46	300	[72700001,73000000]
3	77100000	20	0.4	300	[76800001,77100000]
3	77700000	19	0.38	600	[77100001,77700000]
3	78600000	19	0.38	200	[78400001,78600000]
3	79800000	19	0.38	1100	[78700001,79800000]
