CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	10400001	15	0.3	400	[10400001,10800000]
3	32700001	16	0.32	700	[32700001,33400000]
3	33400001	18	0.36	800	[33400001,34200000]
3	34200001	17	0.34	500	[34200001,34700000]
3	34700001	18	0.36	1600	[34700001,36300000]
3	36300001	19	0.38	400	[36300001,36700000]
3	36700001	18	0.36	100	[36700001,36800000]
3	36800001	16	0.32	1100	[36800001,37900000]
3	37900001	19	0.38	800	[37900001,38700000]
3	40200001	15	0.3	300	[40200001,40500000]
3	40500001	16	0.32	800	[40500001,41300000]
3	41300001	17	0.34	300	[41300001,41600000]
3	41600001	16	0.32	200	[41600001,41800000]
3	41800001	17	0.34	100	[41800001,41900000]
3	41900001	16	0.32	400	[41900001,42300000]
3	42900001	15	0.3	300	[42900001,43200000]
3	43200001	16	0.32	800	[43200001,44000000]
3	44000001	15	0.3	200	[44000001,44200000]
3	48300001	15	0.3	500	[48300001,48800000]
3	53500001	16	0.32	2400	[53500001,55900000]
3	57900001	15	0.3	100	[57900001,58000000]
3	61400001	17	0.34	100	[61400001,61500000]
3	61500001	16	0.32	500	[61500001,62000000]
3	62000001	19	0.38	300	[62000001,62300000]
3	62300001	18	0.36	200	[62300001,62500000]
3	62500001	20	0.4	100	[62500001,62600000]
3	62600001	21	0.42	100	[62600001,62700000]
3	62700001	20	0.4	1300	[62700001,64000000]
3	64000001	19	0.38	1000	[64000001,65000000]
3	68600001	15	0.3	700	[68600001,69300000]
3	69300001	16	0.32	600	[69300001,69900000]
3	69900001	18	0.36	200	[69900001,70100000]
3	70100001	17	0.34	1400	[70100001,71500000]
3	71500001	15	0.3	1700	[71500001,73200000]
3	73200001	16	0.32	400	[73200001,73600000]
3	74000001	16	0.32	600	[74000001,74600000]
3	74600001	15	0.3	600	[74600001,75200000]
3	76000001	15	0.3	300	[76000001,76300000]
3	76300001	16	0.32	700	[76300001,77000000]
3	80700001	15	0.3	300	[80700001,81000000]
3	81700001	15	0.3	200	[81700001,81900000]
3	82200001	15	0.3	800	[82200001,83000000]
3	83000001	16	0.32	100	[83000001,83100000]
3	83100001	17	0.34	1300	[83100001,84400000]
3	84400001	15	0.3	400	[84400001,84800000]
3	10800000	15	0.3	400	[10400001,10800000]
3	33400000	16	0.32	700	[32700001,33400000]
3	34200000	18	0.36	800	[33400001,34200000]
3	34700000	17	0.34	500	[34200001,34700000]
3	36300000	18	0.36	1600	[34700001,36300000]
3	36700000	19	0.38	400	[36300001,36700000]
3	36800000	18	0.36	100	[36700001,36800000]
3	37900000	16	0.32	1100	[36800001,37900000]
3	38700000	19	0.38	800	[37900001,38700000]
3	40500000	15	0.3	300	[40200001,40500000]
3	41300000	16	0.32	800	[40500001,41300000]
3	41600000	17	0.34	300	[41300001,41600000]
3	41800000	16	0.32	200	[41600001,41800000]
3	41900000	17	0.34	100	[41800001,41900000]
3	42300000	16	0.32	400	[41900001,42300000]
3	43200000	15	0.3	300	[42900001,43200000]
3	44000000	16	0.32	800	[43200001,44000000]
3	44200000	15	0.3	200	[44000001,44200000]
3	48800000	15	0.3	500	[48300001,48800000]
3	55900000	16	0.32	2400	[53500001,55900000]
3	58000000	15	0.3	100	[57900001,58000000]
3	61500000	17	0.34	100	[61400001,61500000]
3	62000000	16	0.32	500	[61500001,62000000]
3	62300000	19	0.38	300	[62000001,62300000]
3	62500000	18	0.36	200	[62300001,62500000]
3	62600000	20	0.4	100	[62500001,62600000]
3	62700000	21	0.42	100	[62600001,62700000]
3	64000000	20	0.4	1300	[62700001,64000000]
3	65000000	19	0.38	1000	[64000001,65000000]
3	69300000	15	0.3	700	[68600001,69300000]
3	69900000	16	0.32	600	[69300001,69900000]
3	70100000	18	0.36	200	[69900001,70100000]
3	71500000	17	0.34	1400	[70100001,71500000]
3	73200000	15	0.3	1700	[71500001,73200000]
3	73600000	16	0.32	400	[73200001,73600000]
3	74600000	16	0.32	600	[74000001,74600000]
3	75200000	15	0.3	600	[74600001,75200000]
3	76300000	15	0.3	300	[76000001,76300000]
3	77000000	16	0.32	700	[76300001,77000000]
3	81000000	15	0.3	300	[80700001,81000000]
3	81900000	15	0.3	200	[81700001,81900000]
3	83000000	15	0.3	800	[82200001,83000000]
3	83100000	16	0.32	100	[83000001,83100000]
3	84400000	17	0.34	1300	[83100001,84400000]
3	84800000	15	0.3	400	[84400001,84800000]
