CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
3	15700001	15	0.3	300	[15700001,16000000]
3	22600001	16	0.32	300	[22600001,22900000]
3	22900001	17	0.34	900	[22900001,23800000]
3	23800001	15	0.3	300	[23800001,24100000]
3	24100001	18	0.36	200	[24100001,24300000]
3	24300001	19	0.38	100	[24300001,24400000]
3	24400001	21	0.42	100	[24400001,24500000]
3	24500001	22	0.44	100	[24500001,24600000]
3	24600001	19	0.38	900	[24600001,25500000]
3	25500001	21	0.42	300	[25500001,25800000]
3	25800001	22	0.44	300	[25800001,26100000]
3	26100001	19	0.38	800	[26100001,26900000]
3	26900001	15	0.3	100	[26900001,27000000]
3	31300001	15	0.3	1900	[31300001,33200000]
3	39700001	18	0.36	400	[39700001,40100000]
3	40100001	17	0.34	1900	[40100001,42000000]
3	42000001	15	0.3	100	[42000001,42100000]
3	42100001	16	0.32	200	[42100001,42300000]
3	42300001	15	0.3	100	[42300001,42400000]
3	42800001	16	0.32	400	[42800001,43200000]
3	43200001	15	0.3	100	[43200001,43300000]
3	43300001	16	0.32	100	[43300001,43400000]
3	43400001	17	0.34	300	[43400001,43700000]
3	43700001	18	0.36	800	[43700001,44500000]
3	44500001	19	0.38	400	[44500001,44900000]
3	44900001	20	0.4	1400	[44900001,46300000]
3	46300001	19	0.38	200	[46300001,46500000]
3	46500001	20	0.4	1000	[46500001,47500000]
3	47500001	30	0.6	1100	[47500001,48600000]
3	48600001	29	0.58	200	[48600001,48800000]
3	48800001	27	0.54	600	[48800001,49400000]
3	49400001	26	0.52	500	[49400001,49900000]
3	49900001	23	0.46	100	[49900001,50000000]
3	50000001	20	0.4	400	[50000001,50400000]
3	50400001	19	0.38	200	[50400001,50600000]
3	50600001	20	0.4	600	[50600001,51200000]
3	51200001	21	0.42	500	[51200001,51700000]
3	51700001	20	0.4	400	[51700001,52100000]
3	52100001	21	0.42	100	[52100001,52200000]
3	52300001	15	0.3	100	[52300001,52400000]
3	53100001	15	0.3	100	[53100001,53200000]
3	61300001	16	0.32	100	[61300001,61400000]
3	64900001	15	0.3	300	[64900001,65200000]
3	67200001	17	0.34	200	[67200001,67400000]
3	67400001	16	0.32	100	[67400001,67500000]
3	67500001	17	0.34	900	[67500001,68400000]
3	68400001	18	0.36	400	[68400001,68800000]
3	68800001	16	0.32	100	[68800001,68900000]
3	68900001	17	0.34	1200	[68900001,70100000]
3	70100001	16	0.32	600	[70100001,70700000]
3	70700001	15	0.3	300	[70700001,71000000]
3	71200001	15	0.3	300	[71200001,71500000]
3	16000000	15	0.3	300	[15700001,16000000]
3	22900000	16	0.32	300	[22600001,22900000]
3	23800000	17	0.34	900	[22900001,23800000]
3	24100000	15	0.3	300	[23800001,24100000]
3	24300000	18	0.36	200	[24100001,24300000]
3	24400000	19	0.38	100	[24300001,24400000]
3	24500000	21	0.42	100	[24400001,24500000]
3	24600000	22	0.44	100	[24500001,24600000]
3	25500000	19	0.38	900	[24600001,25500000]
3	25800000	21	0.42	300	[25500001,25800000]
3	26100000	22	0.44	300	[25800001,26100000]
3	26900000	19	0.38	800	[26100001,26900000]
3	27000000	15	0.3	100	[26900001,27000000]
3	33200000	15	0.3	1900	[31300001,33200000]
3	40100000	18	0.36	400	[39700001,40100000]
3	42000000	17	0.34	1900	[40100001,42000000]
3	42100000	15	0.3	100	[42000001,42100000]
3	42300000	16	0.32	200	[42100001,42300000]
3	42400000	15	0.3	100	[42300001,42400000]
3	43200000	16	0.32	400	[42800001,43200000]
3	43300000	15	0.3	100	[43200001,43300000]
3	43400000	16	0.32	100	[43300001,43400000]
3	43700000	17	0.34	300	[43400001,43700000]
3	44500000	18	0.36	800	[43700001,44500000]
3	44900000	19	0.38	400	[44500001,44900000]
3	46300000	20	0.4	1400	[44900001,46300000]
3	46500000	19	0.38	200	[46300001,46500000]
3	47500000	20	0.4	1000	[46500001,47500000]
3	48600000	30	0.6	1100	[47500001,48600000]
3	48800000	29	0.58	200	[48600001,48800000]
3	49400000	27	0.54	600	[48800001,49400000]
3	49900000	26	0.52	500	[49400001,49900000]
3	50000000	23	0.46	100	[49900001,50000000]
3	50400000	20	0.4	400	[50000001,50400000]
3	50600000	19	0.38	200	[50400001,50600000]
3	51200000	20	0.4	600	[50600001,51200000]
3	51700000	21	0.42	500	[51200001,51700000]
3	52100000	20	0.4	400	[51700001,52100000]
3	52200000	21	0.42	100	[52100001,52200000]
3	52400000	15	0.3	100	[52300001,52400000]
3	53200000	15	0.3	100	[53100001,53200000]
3	61400000	16	0.32	100	[61300001,61400000]
3	65200000	15	0.3	300	[64900001,65200000]
3	67400000	17	0.34	200	[67200001,67400000]
3	67500000	16	0.32	100	[67400001,67500000]
3	68400000	17	0.34	900	[67500001,68400000]
3	68800000	18	0.36	400	[68400001,68800000]
3	68900000	16	0.32	100	[68800001,68900000]
3	70100000	17	0.34	1200	[68900001,70100000]
3	70700000	16	0.32	600	[70100001,70700000]
3	71000000	15	0.3	300	[70700001,71000000]
3	71500000	15	0.3	300	[71200001,71500000]
