Sim_name	Avg_He
sim_1_selection_model_s05_chr3	0.369950861111111
sim_2_selection_model_s05_chr3	0.254428571428571
sim_3_selection_model_s05_chr3	0.376122777777778
sim_4_selection_model_s05_chr3	0.2112
sim_5_selection_model_s05_chr3	0.3883
sim_6_selection_model_s05_chr3	0.393876366843034
sim_7_selection_model_s05_chr3	0.41882196969697
sim_8_selection_model_s05_chr3	0.182463492063492
sim_9_selection_model_s05_chr3	0.424815384615385
sim_10_selection_model_s05_chr3	0.457997777777778
sim_11_selection_model_s05_chr3	0.375
sim_12_selection_model_s05_chr3	0.363949569892473
sim_13_selection_model_s05_chr3	0.47364
sim_14_selection_model_s05_chr3	0.1956
sim_15_selection_model_s05_chr3	0.2408
sim_16_selection_model_s05_chr3	0.2254
sim_17_selection_model_s05_chr3	0.31335625
sim_18_selection_model_s05_chr3	NA
sim_19_selection_model_s05_chr3	0.429192222222222
sim_20_selection_model_s05_chr3	0.2926275
