Sim_name	Avg_He
sim_1_selection_model_s06_chr3	0.2916
sim_2_selection_model_s06_chr3	0.406745098039216
sim_3_selection_model_s06_chr3	0.4038
sim_4_selection_model_s06_chr3	0.330966707317073
sim_5_selection_model_s06_chr3	0.1958
sim_6_selection_model_s06_chr3	0.459383658536585
sim_7_selection_model_s06_chr3	0.4375
sim_8_selection_model_s06_chr3	0.298642631578947
sim_9_selection_model_s06_chr3	0.211569230769231
sim_10_selection_model_s06_chr3	0.226539333333333
sim_11_selection_model_s06_chr3	0.4662
sim_12_selection_model_s06_chr3	0.387877731292517
sim_13_selection_model_s06_chr3	0.4982
sim_14_selection_model_s06_chr3	0.4352
sim_15_selection_model_s06_chr3	0.19125
sim_16_selection_model_s06_chr3	0.204
sim_17_selection_model_s06_chr3	0.42
sim_18_selection_model_s06_chr3	0.334358333333333
sim_19_selection_model_s06_chr3	0.186461904761905
sim_20_selection_model_s06_chr3	0.330838235294118
