Sim_name	Avg_He
sim_1_selection_model_s03_chr3	0.154515726495727
sim_2_selection_model_s03_chr3	0.265333333333333
sim_3_selection_model_s03_chr3	0.1472
sim_4_selection_model_s03_chr3	0.1683
sim_5_selection_model_s03_chr3	0.286821052631579
sim_6_selection_model_s03_chr3	0.110555555555556
sim_7_selection_model_s03_chr3	0.3002
sim_8_selection_model_s03_chr3	0.1707
sim_9_selection_model_s03_chr3	0.4819
sim_10_selection_model_s03_chr3	0.4291
sim_11_selection_model_s03_chr3	0.2342
sim_12_selection_model_s03_chr3	0.339130467032967
sim_13_selection_model_s03_chr3	0.371667940343763
sim_14_selection_model_s03_chr3	0.42
sim_15_selection_model_s03_chr3	0.203364442508711
sim_16_selection_model_s03_chr3	0.162552916666667
sim_17_selection_model_s03_chr3	0.319
sim_18_selection_model_s03_chr3	0.2112
sim_19_selection_model_s03_chr3	0.115866666666667
sim_20_selection_model_s03_chr3	0.3891
