CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	51800001	154	0.416216	1.4	[51800001,53200000]
3	51900001	154	0.416216	1.4	[51800001,53200000]
3	52000001	153	0.413514	1.4	[51800001,53200000]
3	52100001	152	0.410811	1.4	[51800001,53200000]
3	52200001	165	0.445946	1.4	[51800001,53200000]
3	52300001	166	0.448649	1.4	[51800001,53200000]
3	52400001	183	0.494595	1.4	[51800001,53200000]
3	52500001	182	0.491892	1.4	[51800001,53200000]
3	52600001	179	0.483784	1.4	[51800001,53200000]
3	52700001	180	0.486486	1.4	[51800001,53200000]
3	52800001	148	0.4	1.4	[51800001,53200000]
3	52900001	154	0.416216	1.4	[51800001,53200000]
3	53000001	164	0.443243	1.4	[51800001,53200000]
3	53100001	166	0.448649	1.4	[51800001,53200000]
3	63800001	180	0.486486	1.4	[63800001,65200000]
3	63900001	180	0.486486	1.4	[63800001,65200000]
3	64000001	179	0.483784	1.4	[63800001,65200000]
3	64100001	180	0.486486	1.4	[63800001,65200000]
3	64200001	177	0.478378	1.4	[63800001,65200000]
3	64300001	182	0.491892	1.4	[63800001,65200000]
3	64400001	185	0.5	1.4	[63800001,65200000]
3	64500001	189	0.510811	1.4	[63800001,65200000]
3	64600001	188	0.508108	1.4	[63800001,65200000]
3	64700001	193	0.521622	1.4	[63800001,65200000]
3	64800001	193	0.521622	1.4	[63800001,65200000]
3	64900001	193	0.521622	1.4	[63800001,65200000]
3	65000001	167	0.451351	1.4	[63800001,65200000]
3	65100001	157	0.424324	1.4	[63800001,65200000]
3	82400001	173	0.467568	1.5	[82400001,83900000]
3	82500001	174	0.47027	1.5	[82400001,83900000]
3	82600001	174	0.47027	1.5	[82400001,83900000]
3	82700001	196	0.52973	1.5	[82400001,83900000]
3	82800001	199	0.537838	1.5	[82400001,83900000]
3	82900001	176	0.475676	1.5	[82400001,83900000]
3	83000001	176	0.475676	1.5	[82400001,83900000]
3	83100001	177	0.478378	1.5	[82400001,83900000]
3	83200001	173	0.467568	1.5	[82400001,83900000]
3	83300001	169	0.456757	1.5	[82400001,83900000]
3	83400001	165	0.445946	1.5	[82400001,83900000]
3	83500001	159	0.42973	1.5	[82400001,83900000]
3	83600001	151	0.408108	1.5	[82400001,83900000]
3	83700001	151	0.408108	1.5	[82400001,83900000]
3	83800001	186	0.502703	1.5	[82400001,83900000]
3	51900000	154	0.416216	1.4	[51800001,53200000]
3	52000000	154	0.416216	1.4	[51800001,53200000]
3	52100000	153	0.413514	1.4	[51800001,53200000]
3	52200000	152	0.410811	1.4	[51800001,53200000]
3	52300000	165	0.445946	1.4	[51800001,53200000]
3	52400000	166	0.448649	1.4	[51800001,53200000]
3	52500000	183	0.494595	1.4	[51800001,53200000]
3	52600000	182	0.491892	1.4	[51800001,53200000]
3	52700000	179	0.483784	1.4	[51800001,53200000]
3	52800000	180	0.486486	1.4	[51800001,53200000]
3	52900000	148	0.4	1.4	[51800001,53200000]
3	53000000	154	0.416216	1.4	[51800001,53200000]
3	53100000	164	0.443243	1.4	[51800001,53200000]
3	53200000	166	0.448649	1.4	[51800001,53200000]
3	63900000	180	0.486486	1.4	[63800001,65200000]
3	64000000	180	0.486486	1.4	[63800001,65200000]
3	64100000	179	0.483784	1.4	[63800001,65200000]
3	64200000	180	0.486486	1.4	[63800001,65200000]
3	64300000	177	0.478378	1.4	[63800001,65200000]
3	64400000	182	0.491892	1.4	[63800001,65200000]
3	64500000	185	0.5	1.4	[63800001,65200000]
3	64600000	189	0.510811	1.4	[63800001,65200000]
3	64700000	188	0.508108	1.4	[63800001,65200000]
3	64800000	193	0.521622	1.4	[63800001,65200000]
3	64900000	193	0.521622	1.4	[63800001,65200000]
3	65000000	193	0.521622	1.4	[63800001,65200000]
3	65100000	167	0.451351	1.4	[63800001,65200000]
3	65200000	157	0.424324	1.4	[63800001,65200000]
3	82500000	173	0.467568	1.5	[82400001,83900000]
3	82600000	174	0.47027	1.5	[82400001,83900000]
3	82700000	174	0.47027	1.5	[82400001,83900000]
3	82800000	196	0.52973	1.5	[82400001,83900000]
3	82900000	199	0.537838	1.5	[82400001,83900000]
3	83000000	176	0.475676	1.5	[82400001,83900000]
3	83100000	176	0.475676	1.5	[82400001,83900000]
3	83200000	177	0.478378	1.5	[82400001,83900000]
3	83300000	173	0.467568	1.5	[82400001,83900000]
3	83400000	169	0.456757	1.5	[82400001,83900000]
3	83500000	165	0.445946	1.5	[82400001,83900000]
3	83600000	159	0.42973	1.5	[82400001,83900000]
3	83700000	151	0.408108	1.5	[82400001,83900000]
3	83800000	151	0.408108	1.5	[82400001,83900000]
3	83900000	186	0.502703	1.5	[82400001,83900000]
