CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	24600001	363	0.981081	1	[24600001,25600000]
3	24700001	363	0.981081	1	[24600001,25600000]
3	24800001	363	0.981081	1	[24600001,25600000]
3	24900001	363	0.981081	1	[24600001,25600000]
3	25000001	363	0.981081	1	[24600001,25600000]
3	25100001	363	0.981081	1	[24600001,25600000]
3	25200001	363	0.981081	1	[24600001,25600000]
3	25300001	356	0.962162	1	[24600001,25600000]
3	25400001	329	0.889189	1	[24600001,25600000]
3	25500001	335	0.905405	1	[24600001,25600000]
3	24700000	363	0.981081	1	[24600001,25600000]
3	24800000	363	0.981081	1	[24600001,25600000]
3	24900000	363	0.981081	1	[24600001,25600000]
3	25000000	363	0.981081	1	[24600001,25600000]
3	25100000	363	0.981081	1	[24600001,25600000]
3	25200000	363	0.981081	1	[24600001,25600000]
3	25300000	363	0.981081	1	[24600001,25600000]
3	25400000	356	0.962162	1	[24600001,25600000]
3	25500000	329	0.889189	1	[24600001,25600000]
3	25600000	335	0.905405	1	[24600001,25600000]
