CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	19800001	208	0.562162	2.4	[19800001,22200000]
3	19900001	208	0.562162	2.4	[19800001,22200000]
3	20000001	230	0.621622	2.4	[19800001,22200000]
3	20100001	203	0.548649	2.4	[19800001,22200000]
3	20200001	203	0.548649	2.4	[19800001,22200000]
3	20300001	208	0.562162	2.4	[19800001,22200000]
3	20400001	207	0.559459	2.4	[19800001,22200000]
3	20500001	201	0.543243	2.4	[19800001,22200000]
3	20600001	202	0.545946	2.4	[19800001,22200000]
3	20700001	197	0.532432	2.4	[19800001,22200000]
3	20800001	197	0.532432	2.4	[19800001,22200000]
3	20900001	142	0.383784	2.4	[19800001,22200000]
3	21000001	142	0.383784	2.4	[19800001,22200000]
3	21100001	186	0.502703	2.4	[19800001,22200000]
3	21200001	197	0.532432	2.4	[19800001,22200000]
3	21300001	199	0.537838	2.4	[19800001,22200000]
3	21400001	186	0.502703	2.4	[19800001,22200000]
3	21500001	192	0.518919	2.4	[19800001,22200000]
3	21600001	183	0.494595	2.4	[19800001,22200000]
3	21700001	183	0.494595	2.4	[19800001,22200000]
3	21800001	182	0.491892	2.4	[19800001,22200000]
3	21900001	189	0.510811	2.4	[19800001,22200000]
3	22000001	184	0.497297	2.4	[19800001,22200000]
3	22100001	214	0.578378	2.4	[19800001,22200000]
3	19900000	208	0.562162	2.4	[19800001,22200000]
3	20000000	208	0.562162	2.4	[19800001,22200000]
3	20100000	230	0.621622	2.4	[19800001,22200000]
3	20200000	203	0.548649	2.4	[19800001,22200000]
3	20300000	203	0.548649	2.4	[19800001,22200000]
3	20400000	208	0.562162	2.4	[19800001,22200000]
3	20500000	207	0.559459	2.4	[19800001,22200000]
3	20600000	201	0.543243	2.4	[19800001,22200000]
3	20700000	202	0.545946	2.4	[19800001,22200000]
3	20800000	197	0.532432	2.4	[19800001,22200000]
3	20900000	197	0.532432	2.4	[19800001,22200000]
3	21000000	142	0.383784	2.4	[19800001,22200000]
3	21100000	142	0.383784	2.4	[19800001,22200000]
3	21200000	186	0.502703	2.4	[19800001,22200000]
3	21300000	197	0.532432	2.4	[19800001,22200000]
3	21400000	199	0.537838	2.4	[19800001,22200000]
3	21500000	186	0.502703	2.4	[19800001,22200000]
3	21600000	192	0.518919	2.4	[19800001,22200000]
3	21700000	183	0.494595	2.4	[19800001,22200000]
3	21800000	183	0.494595	2.4	[19800001,22200000]
3	21900000	182	0.491892	2.4	[19800001,22200000]
3	22000000	189	0.510811	2.4	[19800001,22200000]
3	22100000	184	0.497297	2.4	[19800001,22200000]
3	22200000	214	0.578378	2.4	[19800001,22200000]
