CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	71700001	340	0.918919	2.7	[71700001,74400000]
3	71800001	340	0.918919	2.7	[71700001,74400000]
3	71900001	340	0.918919	2.7	[71700001,74400000]
3	72000001	340	0.918919	2.7	[71700001,74400000]
3	72100001	334	0.902703	2.7	[71700001,74400000]
3	72200001	334	0.902703	2.7	[71700001,74400000]
3	72300001	337	0.910811	2.7	[71700001,74400000]
3	72400001	335	0.905405	2.7	[71700001,74400000]
3	72500001	335	0.905405	2.7	[71700001,74400000]
3	72600001	335	0.905405	2.7	[71700001,74400000]
3	72700001	335	0.905405	2.7	[71700001,74400000]
3	72800001	349	0.943243	2.7	[71700001,74400000]
3	72900001	349	0.943243	2.7	[71700001,74400000]
3	73000001	370	1	2.7	[71700001,74400000]
3	73100001	370	1	2.7	[71700001,74400000]
3	73200001	370	1	2.7	[71700001,74400000]
3	73300001	370	1	2.7	[71700001,74400000]
3	73400001	370	1	2.7	[71700001,74400000]
3	73500001	370	1	2.7	[71700001,74400000]
3	73600001	370	1	2.7	[71700001,74400000]
3	73700001	370	1	2.7	[71700001,74400000]
3	73800001	370	1	2.7	[71700001,74400000]
3	73900001	370	1	2.7	[71700001,74400000]
3	74000001	370	1	2.7	[71700001,74400000]
3	74100001	370	1	2.7	[71700001,74400000]
3	74200001	370	1	2.7	[71700001,74400000]
3	74300001	370	1	2.7	[71700001,74400000]
3	71800000	340	0.918919	2.7	[71700001,74400000]
3	71900000	340	0.918919	2.7	[71700001,74400000]
3	72000000	340	0.918919	2.7	[71700001,74400000]
3	72100000	340	0.918919	2.7	[71700001,74400000]
3	72200000	334	0.902703	2.7	[71700001,74400000]
3	72300000	334	0.902703	2.7	[71700001,74400000]
3	72400000	337	0.910811	2.7	[71700001,74400000]
3	72500000	335	0.905405	2.7	[71700001,74400000]
3	72600000	335	0.905405	2.7	[71700001,74400000]
3	72700000	335	0.905405	2.7	[71700001,74400000]
3	72800000	335	0.905405	2.7	[71700001,74400000]
3	72900000	349	0.943243	2.7	[71700001,74400000]
3	73000000	349	0.943243	2.7	[71700001,74400000]
3	73100000	370	1	2.7	[71700001,74400000]
3	73200000	370	1	2.7	[71700001,74400000]
3	73300000	370	1	2.7	[71700001,74400000]
3	73400000	370	1	2.7	[71700001,74400000]
3	73500000	370	1	2.7	[71700001,74400000]
3	73600000	370	1	2.7	[71700001,74400000]
3	73700000	370	1	2.7	[71700001,74400000]
3	73800000	370	1	2.7	[71700001,74400000]
3	73900000	370	1	2.7	[71700001,74400000]
3	74000000	370	1	2.7	[71700001,74400000]
3	74100000	370	1	2.7	[71700001,74400000]
3	74200000	370	1	2.7	[71700001,74400000]
3	74300000	370	1	2.7	[71700001,74400000]
3	74400000	370	1	2.7	[71700001,74400000]
