CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	19100001	347	0.937838	1.2	[19100001,20300000]
3	19200001	347	0.937838	1.2	[19100001,20300000]
3	19300001	343	0.927027	1.2	[19100001,20300000]
3	19400001	327	0.883784	1.2	[19100001,20300000]
3	19500001	327	0.883784	1.2	[19100001,20300000]
3	19600001	360	0.972973	1.2	[19100001,20300000]
3	19700001	360	0.972973	1.2	[19100001,20300000]
3	19800001	360	0.972973	1.2	[19100001,20300000]
3	19900001	360	0.972973	1.2	[19100001,20300000]
3	20000001	360	0.972973	1.2	[19100001,20300000]
3	20100001	360	0.972973	1.2	[19100001,20300000]
3	20200001	360	0.972973	1.2	[19100001,20300000]
3	19200000	347	0.937838	1.2	[19100001,20300000]
3	19300000	347	0.937838	1.2	[19100001,20300000]
3	19400000	343	0.927027	1.2	[19100001,20300000]
3	19500000	327	0.883784	1.2	[19100001,20300000]
3	19600000	327	0.883784	1.2	[19100001,20300000]
3	19700000	360	0.972973	1.2	[19100001,20300000]
3	19800000	360	0.972973	1.2	[19100001,20300000]
3	19900000	360	0.972973	1.2	[19100001,20300000]
3	20000000	360	0.972973	1.2	[19100001,20300000]
3	20100000	360	0.972973	1.2	[19100001,20300000]
3	20200000	360	0.972973	1.2	[19100001,20300000]
3	20300000	360	0.972973	1.2	[19100001,20300000]
