CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	59100001	370	1	2	[59100001,61100000]
3	59200001	370	1	2	[59100001,61100000]
3	59300001	370	1	2	[59100001,61100000]
3	59400001	370	1	2	[59100001,61100000]
3	59500001	370	1	2	[59100001,61100000]
3	59600001	370	1	2	[59100001,61100000]
3	59700001	370	1	2	[59100001,61100000]
3	59800001	370	1	2	[59100001,61100000]
3	59900001	370	1	2	[59100001,61100000]
3	60000001	370	1	2	[59100001,61100000]
3	60100001	370	1	2	[59100001,61100000]
3	60200001	370	1	2	[59100001,61100000]
3	60300001	370	1	2	[59100001,61100000]
3	60400001	370	1	2	[59100001,61100000]
3	60500001	370	1	2	[59100001,61100000]
3	60600001	370	1	2	[59100001,61100000]
3	60700001	370	1	2	[59100001,61100000]
3	60800001	370	1	2	[59100001,61100000]
3	60900001	370	1	2	[59100001,61100000]
3	61000001	370	1	2	[59100001,61100000]
3	59200000	370	1	2	[59100001,61100000]
3	59300000	370	1	2	[59100001,61100000]
3	59400000	370	1	2	[59100001,61100000]
3	59500000	370	1	2	[59100001,61100000]
3	59600000	370	1	2	[59100001,61100000]
3	59700000	370	1	2	[59100001,61100000]
3	59800000	370	1	2	[59100001,61100000]
3	59900000	370	1	2	[59100001,61100000]
3	60000000	370	1	2	[59100001,61100000]
3	60100000	370	1	2	[59100001,61100000]
3	60200000	370	1	2	[59100001,61100000]
3	60300000	370	1	2	[59100001,61100000]
3	60400000	370	1	2	[59100001,61100000]
3	60500000	370	1	2	[59100001,61100000]
3	60600000	370	1	2	[59100001,61100000]
3	60700000	370	1	2	[59100001,61100000]
3	60800000	370	1	2	[59100001,61100000]
3	60900000	370	1	2	[59100001,61100000]
3	61000000	370	1	2	[59100001,61100000]
3	61100000	370	1	2	[59100001,61100000]
