CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	78000001	221	0.597297	1.3	[78000001,79300000]
3	78100001	227	0.613514	1.3	[78000001,79300000]
3	78200001	228	0.616216	1.3	[78000001,79300000]
3	78300001	226	0.610811	1.3	[78000001,79300000]
3	78400001	207	0.559459	1.3	[78000001,79300000]
3	78500001	206	0.556757	1.3	[78000001,79300000]
3	78600001	206	0.556757	1.3	[78000001,79300000]
3	78700001	206	0.556757	1.3	[78000001,79300000]
3	78800001	214	0.578378	1.3	[78000001,79300000]
3	78900001	210	0.567568	1.3	[78000001,79300000]
3	79000001	211	0.57027	1.3	[78000001,79300000]
3	79100001	210	0.567568	1.3	[78000001,79300000]
3	79200001	210	0.567568	1.3	[78000001,79300000]
3	78100000	221	0.597297	1.3	[78000001,79300000]
3	78200000	227	0.613514	1.3	[78000001,79300000]
3	78300000	228	0.616216	1.3	[78000001,79300000]
3	78400000	226	0.610811	1.3	[78000001,79300000]
3	78500000	207	0.559459	1.3	[78000001,79300000]
3	78600000	206	0.556757	1.3	[78000001,79300000]
3	78700000	206	0.556757	1.3	[78000001,79300000]
3	78800000	206	0.556757	1.3	[78000001,79300000]
3	78900000	214	0.578378	1.3	[78000001,79300000]
3	79000000	210	0.567568	1.3	[78000001,79300000]
3	79100000	211	0.57027	1.3	[78000001,79300000]
3	79200000	210	0.567568	1.3	[78000001,79300000]
3	79300000	210	0.567568	1.3	[78000001,79300000]
