CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	20100001	368	0.994595	1.3	[20100001,21400000]
3	20200001	368	0.994595	1.3	[20100001,21400000]
3	20300001	368	0.994595	1.3	[20100001,21400000]
3	20400001	368	0.994595	1.3	[20100001,21400000]
3	20500001	368	0.994595	1.3	[20100001,21400000]
3	20600001	368	0.994595	1.3	[20100001,21400000]
3	20700001	368	0.994595	1.3	[20100001,21400000]
3	20800001	368	0.994595	1.3	[20100001,21400000]
3	20900001	368	0.994595	1.3	[20100001,21400000]
3	21000001	368	0.994595	1.3	[20100001,21400000]
3	21100001	368	0.994595	1.3	[20100001,21400000]
3	21200001	368	0.994595	1.3	[20100001,21400000]
3	21300001	368	0.994595	1.3	[20100001,21400000]
3	20200000	368	0.994595	1.3	[20100001,21400000]
3	20300000	368	0.994595	1.3	[20100001,21400000]
3	20400000	368	0.994595	1.3	[20100001,21400000]
3	20500000	368	0.994595	1.3	[20100001,21400000]
3	20600000	368	0.994595	1.3	[20100001,21400000]
3	20700000	368	0.994595	1.3	[20100001,21400000]
3	20800000	368	0.994595	1.3	[20100001,21400000]
3	20900000	368	0.994595	1.3	[20100001,21400000]
3	21000000	368	0.994595	1.3	[20100001,21400000]
3	21100000	368	0.994595	1.3	[20100001,21400000]
3	21200000	368	0.994595	1.3	[20100001,21400000]
3	21300000	368	0.994595	1.3	[20100001,21400000]
3	21400000	368	0.994595	1.3	[20100001,21400000]
