CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	39900001	370	1	2.4	[39900001,42300000]
3	40000001	370	1	2.4	[39900001,42300000]
3	40100001	370	1	2.4	[39900001,42300000]
3	40200001	370	1	2.4	[39900001,42300000]
3	40300001	370	1	2.4	[39900001,42300000]
3	40400001	370	1	2.4	[39900001,42300000]
3	40500001	370	1	2.4	[39900001,42300000]
3	40600001	370	1	2.4	[39900001,42300000]
3	40700001	370	1	2.4	[39900001,42300000]
3	40800001	370	1	2.4	[39900001,42300000]
3	40900001	370	1	2.4	[39900001,42300000]
3	41000001	370	1	2.4	[39900001,42300000]
3	41100001	370	1	2.4	[39900001,42300000]
3	41200001	370	1	2.4	[39900001,42300000]
3	41300001	370	1	2.4	[39900001,42300000]
3	41400001	370	1	2.4	[39900001,42300000]
3	41500001	370	1	2.4	[39900001,42300000]
3	41600001	370	1	2.4	[39900001,42300000]
3	41700001	370	1	2.4	[39900001,42300000]
3	41800001	370	1	2.4	[39900001,42300000]
3	41900001	370	1	2.4	[39900001,42300000]
3	42000001	370	1	2.4	[39900001,42300000]
3	42100001	370	1	2.4	[39900001,42300000]
3	42200001	370	1	2.4	[39900001,42300000]
3	40000000	370	1	2.4	[39900001,42300000]
3	40100000	370	1	2.4	[39900001,42300000]
3	40200000	370	1	2.4	[39900001,42300000]
3	40300000	370	1	2.4	[39900001,42300000]
3	40400000	370	1	2.4	[39900001,42300000]
3	40500000	370	1	2.4	[39900001,42300000]
3	40600000	370	1	2.4	[39900001,42300000]
3	40700000	370	1	2.4	[39900001,42300000]
3	40800000	370	1	2.4	[39900001,42300000]
3	40900000	370	1	2.4	[39900001,42300000]
3	41000000	370	1	2.4	[39900001,42300000]
3	41100000	370	1	2.4	[39900001,42300000]
3	41200000	370	1	2.4	[39900001,42300000]
3	41300000	370	1	2.4	[39900001,42300000]
3	41400000	370	1	2.4	[39900001,42300000]
3	41500000	370	1	2.4	[39900001,42300000]
3	41600000	370	1	2.4	[39900001,42300000]
3	41700000	370	1	2.4	[39900001,42300000]
3	41800000	370	1	2.4	[39900001,42300000]
3	41900000	370	1	2.4	[39900001,42300000]
3	42000000	370	1	2.4	[39900001,42300000]
3	42100000	370	1	2.4	[39900001,42300000]
3	42200000	370	1	2.4	[39900001,42300000]
3	42300000	370	1	2.4	[39900001,42300000]
