CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	57200001	323	0.872973	1.7	[57200001,58900000]
3	57300001	323	0.872973	1.7	[57200001,58900000]
3	57400001	323	0.872973	1.7	[57200001,58900000]
3	57500001	323	0.872973	1.7	[57200001,58900000]
3	57600001	350	0.945946	1.7	[57200001,58900000]
3	57700001	350	0.945946	1.7	[57200001,58900000]
3	57800001	332	0.897297	1.7	[57200001,58900000]
3	57900001	325	0.878378	1.7	[57200001,58900000]
3	58000001	325	0.878378	1.7	[57200001,58900000]
3	58100001	332	0.897297	1.7	[57200001,58900000]
3	58200001	330	0.891892	1.7	[57200001,58900000]
3	58300001	329	0.889189	1.7	[57200001,58900000]
3	58400001	329	0.889189	1.7	[57200001,58900000]
3	58500001	324	0.875676	1.7	[57200001,58900000]
3	58600001	320	0.864865	1.7	[57200001,58900000]
3	58700001	319	0.862162	1.7	[57200001,58900000]
3	58800001	331	0.894595	1.7	[57200001,58900000]
3	57300000	323	0.872973	1.7	[57200001,58900000]
3	57400000	323	0.872973	1.7	[57200001,58900000]
3	57500000	323	0.872973	1.7	[57200001,58900000]
3	57600000	323	0.872973	1.7	[57200001,58900000]
3	57700000	350	0.945946	1.7	[57200001,58900000]
3	57800000	350	0.945946	1.7	[57200001,58900000]
3	57900000	332	0.897297	1.7	[57200001,58900000]
3	58000000	325	0.878378	1.7	[57200001,58900000]
3	58100000	325	0.878378	1.7	[57200001,58900000]
3	58200000	332	0.897297	1.7	[57200001,58900000]
3	58300000	330	0.891892	1.7	[57200001,58900000]
3	58400000	329	0.889189	1.7	[57200001,58900000]
3	58500000	329	0.889189	1.7	[57200001,58900000]
3	58600000	324	0.875676	1.7	[57200001,58900000]
3	58700000	320	0.864865	1.7	[57200001,58900000]
3	58800000	319	0.862162	1.7	[57200001,58900000]
3	58900000	331	0.894595	1.7	[57200001,58900000]
