CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	17700001	168	0.454054	2.1	[17700001,19800000]
3	17800001	171	0.462162	2.1	[17700001,19800000]
3	17900001	170	0.459459	2.1	[17700001,19800000]
3	18000001	170	0.459459	2.1	[17700001,19800000]
3	18100001	187	0.505405	2.1	[17700001,19800000]
3	18200001	182	0.491892	2.1	[17700001,19800000]
3	18300001	193	0.521622	2.1	[17700001,19800000]
3	18400001	200	0.540541	2.1	[17700001,19800000]
3	18500001	187	0.505405	2.1	[17700001,19800000]
3	18600001	186	0.502703	2.1	[17700001,19800000]
3	18700001	189	0.510811	2.1	[17700001,19800000]
3	18800001	194	0.524324	2.1	[17700001,19800000]
3	18900001	194	0.524324	2.1	[17700001,19800000]
3	19000001	194	0.524324	2.1	[17700001,19800000]
3	19100001	192	0.518919	2.1	[17700001,19800000]
3	19200001	187	0.505405	2.1	[17700001,19800000]
3	19300001	185	0.5	2.1	[17700001,19800000]
3	19400001	180	0.486486	2.1	[17700001,19800000]
3	19500001	166	0.448649	2.1	[17700001,19800000]
3	19600001	169	0.456757	2.1	[17700001,19800000]
3	19700001	171	0.462162	2.1	[17700001,19800000]
3	52600001	156	0.421622	0.3	[52600001,52900000]
3	52700001	190	0.513514	0.3	[52600001,52900000]
3	52800001	190	0.513514	0.3	[52600001,52900000]
3	17800000	168	0.454054	2.1	[17700001,19800000]
3	17900000	171	0.462162	2.1	[17700001,19800000]
3	18000000	170	0.459459	2.1	[17700001,19800000]
3	18100000	170	0.459459	2.1	[17700001,19800000]
3	18200000	187	0.505405	2.1	[17700001,19800000]
3	18300000	182	0.491892	2.1	[17700001,19800000]
3	18400000	193	0.521622	2.1	[17700001,19800000]
3	18500000	200	0.540541	2.1	[17700001,19800000]
3	18600000	187	0.505405	2.1	[17700001,19800000]
3	18700000	186	0.502703	2.1	[17700001,19800000]
3	18800000	189	0.510811	2.1	[17700001,19800000]
3	18900000	194	0.524324	2.1	[17700001,19800000]
3	19000000	194	0.524324	2.1	[17700001,19800000]
3	19100000	194	0.524324	2.1	[17700001,19800000]
3	19200000	192	0.518919	2.1	[17700001,19800000]
3	19300000	187	0.505405	2.1	[17700001,19800000]
3	19400000	185	0.5	2.1	[17700001,19800000]
3	19500000	180	0.486486	2.1	[17700001,19800000]
3	19600000	166	0.448649	2.1	[17700001,19800000]
3	19700000	169	0.456757	2.1	[17700001,19800000]
3	19800000	171	0.462162	2.1	[17700001,19800000]
3	52700000	156	0.421622	0.3	[52600001,52900000]
3	52800000	190	0.513514	0.3	[52600001,52900000]
3	52900000	190	0.513514	0.3	[52600001,52900000]
