CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	2400001	319	0.862162	1.2	[2400001,3600000]
3	2500001	320	0.864865	1.2	[2400001,3600000]
3	2600001	318	0.859459	1.2	[2400001,3600000]
3	2700001	318	0.859459	1.2	[2400001,3600000]
3	2800001	319	0.862162	1.2	[2400001,3600000]
3	2900001	342	0.924324	1.2	[2400001,3600000]
3	3000001	342	0.924324	1.2	[2400001,3600000]
3	3100001	342	0.924324	1.2	[2400001,3600000]
3	3200001	342	0.924324	1.2	[2400001,3600000]
3	3300001	341	0.921622	1.2	[2400001,3600000]
3	3400001	346	0.935135	1.2	[2400001,3600000]
3	3500001	346	0.935135	1.2	[2400001,3600000]
3	5600001	351	0.948649	0.6	[5600001,6200000]
3	5700001	351	0.948649	0.6	[5600001,6200000]
3	5800001	351	0.948649	0.6	[5600001,6200000]
3	5900001	351	0.948649	0.6	[5600001,6200000]
3	6000001	351	0.948649	0.6	[5600001,6200000]
3	6100001	351	0.948649	0.6	[5600001,6200000]
3	8500001	307	0.82973	0.4	[8500001,8900000]
3	8600001	307	0.82973	0.4	[8500001,8900000]
3	8700001	342	0.924324	0.4	[8500001,8900000]
3	8800001	342	0.924324	0.4	[8500001,8900000]
3	2500000	319	0.862162	1.2	[2400001,3600000]
3	2600000	320	0.864865	1.2	[2400001,3600000]
3	2700000	318	0.859459	1.2	[2400001,3600000]
3	2800000	318	0.859459	1.2	[2400001,3600000]
3	2900000	319	0.862162	1.2	[2400001,3600000]
3	3000000	342	0.924324	1.2	[2400001,3600000]
3	3100000	342	0.924324	1.2	[2400001,3600000]
3	3200000	342	0.924324	1.2	[2400001,3600000]
3	3300000	342	0.924324	1.2	[2400001,3600000]
3	3400000	341	0.921622	1.2	[2400001,3600000]
3	3500000	346	0.935135	1.2	[2400001,3600000]
3	3600000	346	0.935135	1.2	[2400001,3600000]
3	5700000	351	0.948649	0.6	[5600001,6200000]
3	5800000	351	0.948649	0.6	[5600001,6200000]
3	5900000	351	0.948649	0.6	[5600001,6200000]
3	6000000	351	0.948649	0.6	[5600001,6200000]
3	6100000	351	0.948649	0.6	[5600001,6200000]
3	6200000	351	0.948649	0.6	[5600001,6200000]
3	8600000	307	0.82973	0.4	[8500001,8900000]
3	8700000	307	0.82973	0.4	[8500001,8900000]
3	8800000	342	0.924324	0.4	[8500001,8900000]
3	8900000	342	0.924324	0.4	[8500001,8900000]
