CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	72300001	231	0.624324	1.2	[72300001,73500000]
3	72400001	231	0.624324	1.2	[72300001,73500000]
3	72500001	236	0.637838	1.2	[72300001,73500000]
3	72600001	237	0.640541	1.2	[72300001,73500000]
3	72700001	241	0.651351	1.2	[72300001,73500000]
3	72800001	258	0.697297	1.2	[72300001,73500000]
3	72900001	257	0.694595	1.2	[72300001,73500000]
3	73000001	257	0.694595	1.2	[72300001,73500000]
3	73100001	255	0.689189	1.2	[72300001,73500000]
3	73200001	255	0.689189	1.2	[72300001,73500000]
3	73300001	262	0.708108	1.2	[72300001,73500000]
3	73400001	262	0.708108	1.2	[72300001,73500000]
3	72400000	231	0.624324	1.2	[72300001,73500000]
3	72500000	231	0.624324	1.2	[72300001,73500000]
3	72600000	236	0.637838	1.2	[72300001,73500000]
3	72700000	237	0.640541	1.2	[72300001,73500000]
3	72800000	241	0.651351	1.2	[72300001,73500000]
3	72900000	258	0.697297	1.2	[72300001,73500000]
3	73000000	257	0.694595	1.2	[72300001,73500000]
3	73100000	257	0.694595	1.2	[72300001,73500000]
3	73200000	255	0.689189	1.2	[72300001,73500000]
3	73300000	255	0.689189	1.2	[72300001,73500000]
3	73400000	262	0.708108	1.2	[72300001,73500000]
3	73500000	262	0.708108	1.2	[72300001,73500000]
