CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	88900001	333	0.9	2.6	[88900001,91500000]
3	89000001	333	0.9	2.6	[88900001,91500000]
3	89100001	333	0.9	2.6	[88900001,91500000]
3	89200001	333	0.9	2.6	[88900001,91500000]
3	89300001	333	0.9	2.6	[88900001,91500000]
3	89400001	333	0.9	2.6	[88900001,91500000]
3	89500001	333	0.9	2.6	[88900001,91500000]
3	89600001	333	0.9	2.6	[88900001,91500000]
3	89700001	295	0.797297	2.6	[88900001,91500000]
3	89800001	274	0.740541	2.6	[88900001,91500000]
3	89900001	267	0.721622	2.6	[88900001,91500000]
3	90000001	285	0.77027	2.6	[88900001,91500000]
3	90100001	286	0.772973	2.6	[88900001,91500000]
3	90200001	282	0.762162	2.6	[88900001,91500000]
3	90300001	308	0.832432	2.6	[88900001,91500000]
3	90400001	290	0.783784	2.6	[88900001,91500000]
3	90500001	290	0.783784	2.6	[88900001,91500000]
3	90600001	306	0.827027	2.6	[88900001,91500000]
3	90700001	315	0.851351	2.6	[88900001,91500000]
3	90800001	315	0.851351	2.6	[88900001,91500000]
3	90900001	315	0.851351	2.6	[88900001,91500000]
3	91000001	313	0.845946	2.6	[88900001,91500000]
3	91100001	287	0.775676	2.6	[88900001,91500000]
3	91200001	324	0.875676	2.6	[88900001,91500000]
3	91300001	331	0.894595	2.6	[88900001,91500000]
3	91400001	335	0.905405	2.6	[88900001,91500000]
3	89000000	333	0.9	2.6	[88900001,91500000]
3	89100000	333	0.9	2.6	[88900001,91500000]
3	89200000	333	0.9	2.6	[88900001,91500000]
3	89300000	333	0.9	2.6	[88900001,91500000]
3	89400000	333	0.9	2.6	[88900001,91500000]
3	89500000	333	0.9	2.6	[88900001,91500000]
3	89600000	333	0.9	2.6	[88900001,91500000]
3	89700000	333	0.9	2.6	[88900001,91500000]
3	89800000	295	0.797297	2.6	[88900001,91500000]
3	89900000	274	0.740541	2.6	[88900001,91500000]
3	90000000	267	0.721622	2.6	[88900001,91500000]
3	90100000	285	0.77027	2.6	[88900001,91500000]
3	90200000	286	0.772973	2.6	[88900001,91500000]
3	90300000	282	0.762162	2.6	[88900001,91500000]
3	90400000	308	0.832432	2.6	[88900001,91500000]
3	90500000	290	0.783784	2.6	[88900001,91500000]
3	90600000	290	0.783784	2.6	[88900001,91500000]
3	90700000	306	0.827027	2.6	[88900001,91500000]
3	90800000	315	0.851351	2.6	[88900001,91500000]
3	90900000	315	0.851351	2.6	[88900001,91500000]
3	91000000	315	0.851351	2.6	[88900001,91500000]
3	91100000	313	0.845946	2.6	[88900001,91500000]
3	91200000	287	0.775676	2.6	[88900001,91500000]
3	91300000	324	0.875676	2.6	[88900001,91500000]
3	91400000	331	0.894595	2.6	[88900001,91500000]
3	91500000	335	0.905405	2.6	[88900001,91500000]
