CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	47400001	359	0.97027	2.3	[47400001,49700000]
3	47500001	359	0.97027	2.3	[47400001,49700000]
3	47600001	359	0.97027	2.3	[47400001,49700000]
3	47700001	359	0.97027	2.3	[47400001,49700000]
3	47800001	359	0.97027	2.3	[47400001,49700000]
3	47900001	359	0.97027	2.3	[47400001,49700000]
3	48000001	370	1	2.3	[47400001,49700000]
3	48100001	370	1	2.3	[47400001,49700000]
3	48200001	370	1	2.3	[47400001,49700000]
3	48300001	370	1	2.3	[47400001,49700000]
3	48400001	370	1	2.3	[47400001,49700000]
3	48500001	370	1	2.3	[47400001,49700000]
3	48600001	370	1	2.3	[47400001,49700000]
3	48700001	370	1	2.3	[47400001,49700000]
3	48800001	370	1	2.3	[47400001,49700000]
3	48900001	370	1	2.3	[47400001,49700000]
3	49000001	370	1	2.3	[47400001,49700000]
3	49100001	370	1	2.3	[47400001,49700000]
3	49200001	370	1	2.3	[47400001,49700000]
3	49300001	370	1	2.3	[47400001,49700000]
3	49400001	370	1	2.3	[47400001,49700000]
3	49500001	370	1	2.3	[47400001,49700000]
3	49600001	370	1	2.3	[47400001,49700000]
3	47500000	359	0.97027	2.3	[47400001,49700000]
3	47600000	359	0.97027	2.3	[47400001,49700000]
3	47700000	359	0.97027	2.3	[47400001,49700000]
3	47800000	359	0.97027	2.3	[47400001,49700000]
3	47900000	359	0.97027	2.3	[47400001,49700000]
3	48000000	359	0.97027	2.3	[47400001,49700000]
3	48100000	370	1	2.3	[47400001,49700000]
3	48200000	370	1	2.3	[47400001,49700000]
3	48300000	370	1	2.3	[47400001,49700000]
3	48400000	370	1	2.3	[47400001,49700000]
3	48500000	370	1	2.3	[47400001,49700000]
3	48600000	370	1	2.3	[47400001,49700000]
3	48700000	370	1	2.3	[47400001,49700000]
3	48800000	370	1	2.3	[47400001,49700000]
3	48900000	370	1	2.3	[47400001,49700000]
3	49000000	370	1	2.3	[47400001,49700000]
3	49100000	370	1	2.3	[47400001,49700000]
3	49200000	370	1	2.3	[47400001,49700000]
3	49300000	370	1	2.3	[47400001,49700000]
3	49400000	370	1	2.3	[47400001,49700000]
3	49500000	370	1	2.3	[47400001,49700000]
3	49600000	370	1	2.3	[47400001,49700000]
3	49700000	370	1	2.3	[47400001,49700000]
