CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	9700001	289	0.781081	1.4	[9700001,11100000]
3	9800001	289	0.781081	1.4	[9700001,11100000]
3	9900001	274	0.740541	1.4	[9700001,11100000]
3	10000001	273	0.737838	1.4	[9700001,11100000]
3	10100001	275	0.743243	1.4	[9700001,11100000]
3	10200001	271	0.732432	1.4	[9700001,11100000]
3	10300001	271	0.732432	1.4	[9700001,11100000]
3	10400001	272	0.735135	1.4	[9700001,11100000]
3	10500001	282	0.762162	1.4	[9700001,11100000]
3	10600001	275	0.743243	1.4	[9700001,11100000]
3	10700001	275	0.743243	1.4	[9700001,11100000]
3	10800001	275	0.743243	1.4	[9700001,11100000]
3	10900001	275	0.743243	1.4	[9700001,11100000]
3	11000001	279	0.754054	1.4	[9700001,11100000]
3	9800000	289	0.781081	1.4	[9700001,11100000]
3	9900000	289	0.781081	1.4	[9700001,11100000]
3	10000000	274	0.740541	1.4	[9700001,11100000]
3	10100000	273	0.737838	1.4	[9700001,11100000]
3	10200000	275	0.743243	1.4	[9700001,11100000]
3	10300000	271	0.732432	1.4	[9700001,11100000]
3	10400000	271	0.732432	1.4	[9700001,11100000]
3	10500000	272	0.735135	1.4	[9700001,11100000]
3	10600000	282	0.762162	1.4	[9700001,11100000]
3	10700000	275	0.743243	1.4	[9700001,11100000]
3	10800000	275	0.743243	1.4	[9700001,11100000]
3	10900000	275	0.743243	1.4	[9700001,11100000]
3	11000000	275	0.743243	1.4	[9700001,11100000]
3	11100000	279	0.754054	1.4	[9700001,11100000]
