CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	39500001	303	0.818919	1.3	[39500001,40800000]
3	39600001	297	0.802703	1.3	[39500001,40800000]
3	39700001	276	0.745946	1.3	[39500001,40800000]
3	39800001	268	0.724324	1.3	[39500001,40800000]
3	39900001	287	0.775676	1.3	[39500001,40800000]
3	40000001	288	0.778378	1.3	[39500001,40800000]
3	40100001	288	0.778378	1.3	[39500001,40800000]
3	40200001	288	0.778378	1.3	[39500001,40800000]
3	40300001	285	0.77027	1.3	[39500001,40800000]
3	40400001	285	0.77027	1.3	[39500001,40800000]
3	40500001	336	0.908108	1.3	[39500001,40800000]
3	40600001	336	0.908108	1.3	[39500001,40800000]
3	40700001	336	0.908108	1.3	[39500001,40800000]
3	39600000	303	0.818919	1.3	[39500001,40800000]
3	39700000	297	0.802703	1.3	[39500001,40800000]
3	39800000	276	0.745946	1.3	[39500001,40800000]
3	39900000	268	0.724324	1.3	[39500001,40800000]
3	40000000	287	0.775676	1.3	[39500001,40800000]
3	40100000	288	0.778378	1.3	[39500001,40800000]
3	40200000	288	0.778378	1.3	[39500001,40800000]
3	40300000	288	0.778378	1.3	[39500001,40800000]
3	40400000	285	0.77027	1.3	[39500001,40800000]
3	40500000	285	0.77027	1.3	[39500001,40800000]
3	40600000	336	0.908108	1.3	[39500001,40800000]
3	40700000	336	0.908108	1.3	[39500001,40800000]
3	40800000	336	0.908108	1.3	[39500001,40800000]
