CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	28300001	345	0.932432	3.8	[28300001,32100000]
3	28400001	345	0.932432	3.8	[28300001,32100000]
3	28500001	346	0.935135	3.8	[28300001,32100000]
3	28600001	346	0.935135	3.8	[28300001,32100000]
3	28700001	346	0.935135	3.8	[28300001,32100000]
3	28800001	346	0.935135	3.8	[28300001,32100000]
3	28900001	350	0.945946	3.8	[28300001,32100000]
3	29000001	350	0.945946	3.8	[28300001,32100000]
3	29100001	350	0.945946	3.8	[28300001,32100000]
3	29200001	350	0.945946	3.8	[28300001,32100000]
3	29300001	370	1	3.8	[28300001,32100000]
3	29400001	370	1	3.8	[28300001,32100000]
3	29500001	370	1	3.8	[28300001,32100000]
3	29600001	370	1	3.8	[28300001,32100000]
3	29700001	370	1	3.8	[28300001,32100000]
3	29800001	370	1	3.8	[28300001,32100000]
3	29900001	370	1	3.8	[28300001,32100000]
3	30000001	370	1	3.8	[28300001,32100000]
3	30100001	370	1	3.8	[28300001,32100000]
3	30200001	370	1	3.8	[28300001,32100000]
3	30300001	370	1	3.8	[28300001,32100000]
3	30400001	370	1	3.8	[28300001,32100000]
3	30500001	370	1	3.8	[28300001,32100000]
3	30600001	370	1	3.8	[28300001,32100000]
3	30700001	370	1	3.8	[28300001,32100000]
3	30800001	370	1	3.8	[28300001,32100000]
3	30900001	370	1	3.8	[28300001,32100000]
3	31000001	370	1	3.8	[28300001,32100000]
3	31100001	370	1	3.8	[28300001,32100000]
3	31200001	370	1	3.8	[28300001,32100000]
3	31300001	370	1	3.8	[28300001,32100000]
3	31400001	370	1	3.8	[28300001,32100000]
3	31500001	370	1	3.8	[28300001,32100000]
3	31600001	370	1	3.8	[28300001,32100000]
3	31700001	370	1	3.8	[28300001,32100000]
3	31800001	370	1	3.8	[28300001,32100000]
3	31900001	370	1	3.8	[28300001,32100000]
3	32000001	370	1	3.8	[28300001,32100000]
3	28400000	345	0.932432	3.8	[28300001,32100000]
3	28500000	345	0.932432	3.8	[28300001,32100000]
3	28600000	346	0.935135	3.8	[28300001,32100000]
3	28700000	346	0.935135	3.8	[28300001,32100000]
3	28800000	346	0.935135	3.8	[28300001,32100000]
3	28900000	346	0.935135	3.8	[28300001,32100000]
3	29000000	350	0.945946	3.8	[28300001,32100000]
3	29100000	350	0.945946	3.8	[28300001,32100000]
3	29200000	350	0.945946	3.8	[28300001,32100000]
3	29300000	350	0.945946	3.8	[28300001,32100000]
3	29400000	370	1	3.8	[28300001,32100000]
3	29500000	370	1	3.8	[28300001,32100000]
3	29600000	370	1	3.8	[28300001,32100000]
3	29700000	370	1	3.8	[28300001,32100000]
3	29800000	370	1	3.8	[28300001,32100000]
3	29900000	370	1	3.8	[28300001,32100000]
3	30000000	370	1	3.8	[28300001,32100000]
3	30100000	370	1	3.8	[28300001,32100000]
3	30200000	370	1	3.8	[28300001,32100000]
3	30300000	370	1	3.8	[28300001,32100000]
3	30400000	370	1	3.8	[28300001,32100000]
3	30500000	370	1	3.8	[28300001,32100000]
3	30600000	370	1	3.8	[28300001,32100000]
3	30700000	370	1	3.8	[28300001,32100000]
3	30800000	370	1	3.8	[28300001,32100000]
3	30900000	370	1	3.8	[28300001,32100000]
3	31000000	370	1	3.8	[28300001,32100000]
3	31100000	370	1	3.8	[28300001,32100000]
3	31200000	370	1	3.8	[28300001,32100000]
3	31300000	370	1	3.8	[28300001,32100000]
3	31400000	370	1	3.8	[28300001,32100000]
3	31500000	370	1	3.8	[28300001,32100000]
3	31600000	370	1	3.8	[28300001,32100000]
3	31700000	370	1	3.8	[28300001,32100000]
3	31800000	370	1	3.8	[28300001,32100000]
3	31900000	370	1	3.8	[28300001,32100000]
3	32000000	370	1	3.8	[28300001,32100000]
3	32100000	370	1	3.8	[28300001,32100000]
