CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	47800001	338	0.913514	1.9	[47800001,49700000]
3	47900001	342	0.924324	1.9	[47800001,49700000]
3	48000001	342	0.924324	1.9	[47800001,49700000]
3	48100001	342	0.924324	1.9	[47800001,49700000]
3	48200001	349	0.943243	1.9	[47800001,49700000]
3	48300001	349	0.943243	1.9	[47800001,49700000]
3	48400001	346	0.935135	1.9	[47800001,49700000]
3	48500001	346	0.935135	1.9	[47800001,49700000]
3	48600001	355	0.959459	1.9	[47800001,49700000]
3	48700001	355	0.959459	1.9	[47800001,49700000]
3	48800001	355	0.959459	1.9	[47800001,49700000]
3	48900001	355	0.959459	1.9	[47800001,49700000]
3	49000001	355	0.959459	1.9	[47800001,49700000]
3	49100001	336	0.908108	1.9	[47800001,49700000]
3	49200001	336	0.908108	1.9	[47800001,49700000]
3	49300001	348	0.940541	1.9	[47800001,49700000]
3	49400001	352	0.951351	1.9	[47800001,49700000]
3	49500001	352	0.951351	1.9	[47800001,49700000]
3	49600001	352	0.951351	1.9	[47800001,49700000]
3	47900000	338	0.913514	1.9	[47800001,49700000]
3	48000000	342	0.924324	1.9	[47800001,49700000]
3	48100000	342	0.924324	1.9	[47800001,49700000]
3	48200000	342	0.924324	1.9	[47800001,49700000]
3	48300000	349	0.943243	1.9	[47800001,49700000]
3	48400000	349	0.943243	1.9	[47800001,49700000]
3	48500000	346	0.935135	1.9	[47800001,49700000]
3	48600000	346	0.935135	1.9	[47800001,49700000]
3	48700000	355	0.959459	1.9	[47800001,49700000]
3	48800000	355	0.959459	1.9	[47800001,49700000]
3	48900000	355	0.959459	1.9	[47800001,49700000]
3	49000000	355	0.959459	1.9	[47800001,49700000]
3	49100000	355	0.959459	1.9	[47800001,49700000]
3	49200000	336	0.908108	1.9	[47800001,49700000]
3	49300000	336	0.908108	1.9	[47800001,49700000]
3	49400000	348	0.940541	1.9	[47800001,49700000]
3	49500000	352	0.951351	1.9	[47800001,49700000]
3	49600000	352	0.951351	1.9	[47800001,49700000]
3	49700000	352	0.951351	1.9	[47800001,49700000]
