CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	60100001	152	0.410811	1	[60100001,61100000]
3	60200001	151	0.408108	1	[60100001,61100000]
3	60300001	149	0.402703	1	[60100001,61100000]
3	60400001	145	0.391892	1	[60100001,61100000]
3	60500001	147	0.397297	1	[60100001,61100000]
3	60600001	147	0.397297	1	[60100001,61100000]
3	60700001	151	0.408108	1	[60100001,61100000]
3	60800001	153	0.413514	1	[60100001,61100000]
3	60900001	163	0.440541	1	[60100001,61100000]
3	61000001	127	0.343243	1	[60100001,61100000]
3	81300001	123	0.332432	0.3	[81300001,81600000]
3	81400001	153	0.413514	0.3	[81300001,81600000]
3	81500001	150	0.405405	0.3	[81300001,81600000]
3	60200000	152	0.410811	1	[60100001,61100000]
3	60300000	151	0.408108	1	[60100001,61100000]
3	60400000	149	0.402703	1	[60100001,61100000]
3	60500000	145	0.391892	1	[60100001,61100000]
3	60600000	147	0.397297	1	[60100001,61100000]
3	60700000	147	0.397297	1	[60100001,61100000]
3	60800000	151	0.408108	1	[60100001,61100000]
3	60900000	153	0.413514	1	[60100001,61100000]
3	61000000	163	0.440541	1	[60100001,61100000]
3	61100000	127	0.343243	1	[60100001,61100000]
3	81400000	123	0.332432	0.3	[81300001,81600000]
3	81500000	153	0.413514	0.3	[81300001,81600000]
3	81600000	150	0.405405	0.3	[81300001,81600000]
