CHR	POS	COUNT	FREQUENCY	Length_Mb	Hotspot_interval
3	7500001	370	1	4.2	[7500001,11700000]
3	7600001	370	1	4.2	[7500001,11700000]
3	7700001	370	1	4.2	[7500001,11700000]
3	7800001	370	1	4.2	[7500001,11700000]
3	7900001	370	1	4.2	[7500001,11700000]
3	8000001	370	1	4.2	[7500001,11700000]
3	8100001	370	1	4.2	[7500001,11700000]
3	8200001	370	1	4.2	[7500001,11700000]
3	8300001	370	1	4.2	[7500001,11700000]
3	8400001	370	1	4.2	[7500001,11700000]
3	8500001	370	1	4.2	[7500001,11700000]
3	8600001	370	1	4.2	[7500001,11700000]
3	8700001	370	1	4.2	[7500001,11700000]
3	8800001	370	1	4.2	[7500001,11700000]
3	8900001	370	1	4.2	[7500001,11700000]
3	9000001	370	1	4.2	[7500001,11700000]
3	9100001	370	1	4.2	[7500001,11700000]
3	9200001	370	1	4.2	[7500001,11700000]
3	9300001	370	1	4.2	[7500001,11700000]
3	9400001	370	1	4.2	[7500001,11700000]
3	9500001	370	1	4.2	[7500001,11700000]
3	9600001	370	1	4.2	[7500001,11700000]
3	9700001	370	1	4.2	[7500001,11700000]
3	9800001	370	1	4.2	[7500001,11700000]
3	9900001	370	1	4.2	[7500001,11700000]
3	10000001	370	1	4.2	[7500001,11700000]
3	10100001	370	1	4.2	[7500001,11700000]
3	10200001	370	1	4.2	[7500001,11700000]
3	10300001	370	1	4.2	[7500001,11700000]
3	10400001	370	1	4.2	[7500001,11700000]
3	10500001	370	1	4.2	[7500001,11700000]
3	10600001	370	1	4.2	[7500001,11700000]
3	10700001	370	1	4.2	[7500001,11700000]
3	10800001	370	1	4.2	[7500001,11700000]
3	10900001	370	1	4.2	[7500001,11700000]
3	11000001	370	1	4.2	[7500001,11700000]
3	11100001	370	1	4.2	[7500001,11700000]
3	11200001	370	1	4.2	[7500001,11700000]
3	11300001	370	1	4.2	[7500001,11700000]
3	11400001	370	1	4.2	[7500001,11700000]
3	11500001	370	1	4.2	[7500001,11700000]
3	11600001	370	1	4.2	[7500001,11700000]
3	7600000	370	1	4.2	[7500001,11700000]
3	7700000	370	1	4.2	[7500001,11700000]
3	7800000	370	1	4.2	[7500001,11700000]
3	7900000	370	1	4.2	[7500001,11700000]
3	8000000	370	1	4.2	[7500001,11700000]
3	8100000	370	1	4.2	[7500001,11700000]
3	8200000	370	1	4.2	[7500001,11700000]
3	8300000	370	1	4.2	[7500001,11700000]
3	8400000	370	1	4.2	[7500001,11700000]
3	8500000	370	1	4.2	[7500001,11700000]
3	8600000	370	1	4.2	[7500001,11700000]
3	8700000	370	1	4.2	[7500001,11700000]
3	8800000	370	1	4.2	[7500001,11700000]
3	8900000	370	1	4.2	[7500001,11700000]
3	9000000	370	1	4.2	[7500001,11700000]
3	9100000	370	1	4.2	[7500001,11700000]
3	9200000	370	1	4.2	[7500001,11700000]
3	9300000	370	1	4.2	[7500001,11700000]
3	9400000	370	1	4.2	[7500001,11700000]
3	9500000	370	1	4.2	[7500001,11700000]
3	9600000	370	1	4.2	[7500001,11700000]
3	9700000	370	1	4.2	[7500001,11700000]
3	9800000	370	1	4.2	[7500001,11700000]
3	9900000	370	1	4.2	[7500001,11700000]
3	10000000	370	1	4.2	[7500001,11700000]
3	10100000	370	1	4.2	[7500001,11700000]
3	10200000	370	1	4.2	[7500001,11700000]
3	10300000	370	1	4.2	[7500001,11700000]
3	10400000	370	1	4.2	[7500001,11700000]
3	10500000	370	1	4.2	[7500001,11700000]
3	10600000	370	1	4.2	[7500001,11700000]
3	10700000	370	1	4.2	[7500001,11700000]
3	10800000	370	1	4.2	[7500001,11700000]
3	10900000	370	1	4.2	[7500001,11700000]
3	11000000	370	1	4.2	[7500001,11700000]
3	11100000	370	1	4.2	[7500001,11700000]
3	11200000	370	1	4.2	[7500001,11700000]
3	11300000	370	1	4.2	[7500001,11700000]
3	11400000	370	1	4.2	[7500001,11700000]
3	11500000	370	1	4.2	[7500001,11700000]
3	11600000	370	1	4.2	[7500001,11700000]
3	11700000	370	1	4.2	[7500001,11700000]
