CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
1	300001	14	0.28	500	[300001,800000]
1	800001	17	0.34	1500	[800001,2300000]
1	2300001	18	0.36	700	[2300001,3000000]
1	3000001	14	0.28	300	[3000001,3300000]
1	20300001	14	0.28	200	[20300001,20500000]
1	20500001	16	0.32	100	[20500001,20600000]
1	20600001	21	0.42	200	[20600001,20800000]
1	20800001	20	0.4	1900	[20800001,22700000]
1	22700001	19	0.38	100	[22700001,22800000]
1	22800001	15	0.3	100	[22800001,22900000]
1	30200001	14	0.28	100	[30200001,30300000]
1	30300001	15	0.3	1100	[30300001,31400000]
1	31400001	16	0.32	700	[31400001,32100000]
1	32100001	14	0.28	500	[32100001,32600000]
1	36200001	15	0.3	200	[36200001,36400000]
1	36400001	14	0.28	1500	[36400001,37900000]
1	37900001	17	0.34	600	[37900001,38500000]
1	38500001	18	0.36	300	[38500001,38800000]
1	38800001	14	0.28	600	[38800001,39400000]
1	40000001	14	0.28	800	[40000001,40800000]
1	40800001	15	0.3	100	[40800001,40900000]
1	40900001	14	0.28	600	[40900001,41500000]
1	41500001	15	0.3	400	[41500001,41900000]
1	41900001	14	0.28	500	[41900001,42400000]
1	42400001	15	0.3	300	[42400001,42700000]
1	43400001	14	0.28	200	[43400001,43600000]
1	43600001	15	0.3	400	[43600001,44000000]
1	44700001	14	0.28	100	[44700001,44800000]
1	44800001	15	0.3	800	[44800001,45600000]
1	45600001	14	0.28	900	[45600001,46500000]
1	47900001	14	0.28	200	[47900001,48100000]
1	50300001	14	0.28	800	[50300001,51100000]
1	51100001	18	0.36	300	[51100001,51400000]
1	51400001	19	0.38	100	[51400001,51500000]
1	51500001	20	0.4	1100	[51500001,52600000]
1	52600001	21	0.42	100	[52600001,52700000]
1	52700001	20	0.4	100	[52700001,52800000]
1	52800001	19	0.38	100	[52800001,52900000]
1	52900001	17	0.34	300	[52900001,53200000]
1	53200001	16	0.32	1500	[53200001,54700000]
1	54700001	14	0.28	600	[54700001,55300000]
1	55300001	17	0.34	200	[55300001,55500000]
1	55500001	16	0.32	300	[55500001,55800000]
1	55800001	15	0.3	300	[55800001,56100000]
1	56100001	14	0.28	300	[56100001,56400000]
1	56400001	15	0.3	300	[56400001,56700000]
1	56700001	17	0.34	1000	[56700001,57700000]
1	57700001	20	0.4	1000	[57700001,58700000]
1	58700001	19	0.38	500	[58700001,59200000]
1	59200001	20	0.4	1200	[59200001,60400000]
1	60400001	18	0.36	900	[60400001,61300000]
1	61300001	19	0.38	300	[61300001,61600000]
1	66300001	16	0.32	300	[66300001,66600000]
1	66600001	17	0.34	700	[66600001,67300000]
1	67300001	16	0.32	300	[67300001,67600000]
1	67600001	14	0.28	1600	[67600001,69200000]
1	76300001	14	0.28	800	[76300001,77100000]
1	77100001	15	0.3	100	[77100001,77200000]
1	77200001	16	0.32	100	[77200001,77300000]
1	77300001	17	0.34	100	[77300001,77400000]
1	79600001	14	0.28	800	[79600001,80400000]
1	800000	14	0.28	500	[300001,800000]
1	2300000	17	0.34	1500	[800001,2300000]
1	3000000	18	0.36	700	[2300001,3000000]
1	3300000	14	0.28	300	[3000001,3300000]
1	20500000	14	0.28	200	[20300001,20500000]
1	20600000	16	0.32	100	[20500001,20600000]
1	20800000	21	0.42	200	[20600001,20800000]
1	22700000	20	0.4	1900	[20800001,22700000]
1	22800000	19	0.38	100	[22700001,22800000]
1	22900000	15	0.3	100	[22800001,22900000]
1	30300000	14	0.28	100	[30200001,30300000]
1	31400000	15	0.3	1100	[30300001,31400000]
1	32100000	16	0.32	700	[31400001,32100000]
1	32600000	14	0.28	500	[32100001,32600000]
1	36400000	15	0.3	200	[36200001,36400000]
1	37900000	14	0.28	1500	[36400001,37900000]
1	38500000	17	0.34	600	[37900001,38500000]
1	38800000	18	0.36	300	[38500001,38800000]
1	39400000	14	0.28	600	[38800001,39400000]
1	40800000	14	0.28	800	[40000001,40800000]
1	40900000	15	0.3	100	[40800001,40900000]
1	41500000	14	0.28	600	[40900001,41500000]
1	41900000	15	0.3	400	[41500001,41900000]
1	42400000	14	0.28	500	[41900001,42400000]
1	42700000	15	0.3	300	[42400001,42700000]
1	43600000	14	0.28	200	[43400001,43600000]
1	44000000	15	0.3	400	[43600001,44000000]
1	44800000	14	0.28	100	[44700001,44800000]
1	45600000	15	0.3	800	[44800001,45600000]
1	46500000	14	0.28	900	[45600001,46500000]
1	48100000	14	0.28	200	[47900001,48100000]
1	51100000	14	0.28	800	[50300001,51100000]
1	51400000	18	0.36	300	[51100001,51400000]
1	51500000	19	0.38	100	[51400001,51500000]
1	52600000	20	0.4	1100	[51500001,52600000]
1	52700000	21	0.42	100	[52600001,52700000]
1	52800000	20	0.4	100	[52700001,52800000]
1	52900000	19	0.38	100	[52800001,52900000]
1	53200000	17	0.34	300	[52900001,53200000]
1	54700000	16	0.32	1500	[53200001,54700000]
1	55300000	14	0.28	600	[54700001,55300000]
1	55500000	17	0.34	200	[55300001,55500000]
1	55800000	16	0.32	300	[55500001,55800000]
1	56100000	15	0.3	300	[55800001,56100000]
1	56400000	14	0.28	300	[56100001,56400000]
1	56700000	15	0.3	300	[56400001,56700000]
1	57700000	17	0.34	1000	[56700001,57700000]
