CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
1	14500001	16	0.32	100	[14500001,14600000]
1	14600001	18	0.36	700	[14600001,15300000]
1	15300001	17	0.34	1000	[15300001,16300000]
1	16300001	18	0.36	100	[16300001,16400000]
1	27700001	16	0.32	200	[27700001,27900000]
1	29000001	18	0.36	400	[29000001,29400000]
1	29400001	17	0.34	100	[29400001,29500000]
1	29500001	18	0.36	300	[29500001,29800000]
1	29800001	20	0.4	500	[29800001,30300000]
1	30300001	21	0.42	200	[30300001,30500000]
1	30500001	22	0.44	100	[30500001,30600000]
1	30600001	25	0.5	100	[30600001,30700000]
1	30700001	24	0.48	100	[30700001,30800000]
1	30800001	28	0.56	100	[30800001,30900000]
1	30900001	27	0.54	1300	[30900001,32200000]
1	32200001	28	0.56	200	[32200001,32400000]
1	32400001	30	0.6	100	[32400001,32500000]
1	32500001	31	0.62	300	[32500001,32800000]
1	32800001	29	0.58	700	[32800001,33500000]
1	33500001	28	0.56	600	[33500001,34100000]
1	34100001	27	0.54	500	[34100001,34600000]
1	34600001	28	0.56	400	[34600001,35000000]
1	35000001	16	0.32	700	[35000001,35700000]
1	43300001	16	0.32	1700	[43300001,45000000]
1	49200001	16	0.32	200	[49200001,49400000]
1	49400001	17	0.34	200	[49400001,49600000]
1	49600001	18	0.36	500	[49600001,50100000]
1	50100001	19	0.38	100	[50100001,50200000]
1	50200001	17	0.34	300	[50200001,50500000]
1	50500001	16	0.32	300	[50500001,50800000]
1	50800001	19	0.38	100	[50800001,50900000]
1	50900001	18	0.36	600	[50900001,51500000]
1	51500001	19	0.38	1000	[51500001,52500000]
1	52500001	17	0.34	100	[52500001,52600000]
1	52600001	16	0.32	100	[52600001,52700000]
1	53700001	16	0.32	100	[53700001,53800000]
1	58600001	17	0.34	400	[58600001,59000000]
1	59000001	19	0.38	600	[59000001,59600000]
1	59600001	18	0.36	400	[59600001,60000000]
1	60000001	20	0.4	1200	[60000001,61200000]
1	61200001	23	0.46	100	[61200001,61300000]
1	61300001	21	0.42	1400	[61300001,62700000]
1	69200001	21	0.42	800	[69200001,70000000]
1	70000001	20	0.4	2400	[70000001,72400000]
1	72400001	19	0.38	300	[72400001,72700000]
1	72700001	18	0.36	200	[72700001,72900000]
1	72900001	16	0.32	300	[72900001,73200000]
1	73200001	17	0.34	100	[73200001,73300000]
1	73500001	16	0.32	100	[73500001,73600000]
1	74600001	16	0.32	800	[74600001,75400000]
1	75400001	18	0.36	1400	[75400001,76800000]
1	76800001	19	0.38	1600	[76800001,78400000]
1	78400001	18	0.36	100	[78400001,78500000]
1	14600000	16	0.32	100	[14500001,14600000]
1	15300000	18	0.36	700	[14600001,15300000]
1	16300000	17	0.34	1000	[15300001,16300000]
1	16400000	18	0.36	100	[16300001,16400000]
1	27900000	16	0.32	200	[27700001,27900000]
1	29400000	18	0.36	400	[29000001,29400000]
1	29500000	17	0.34	100	[29400001,29500000]
1	29800000	18	0.36	300	[29500001,29800000]
1	30300000	20	0.4	500	[29800001,30300000]
1	30500000	21	0.42	200	[30300001,30500000]
1	30600000	22	0.44	100	[30500001,30600000]
1	30700000	25	0.5	100	[30600001,30700000]
1	30800000	24	0.48	100	[30700001,30800000]
1	30900000	28	0.56	100	[30800001,30900000]
1	32200000	27	0.54	1300	[30900001,32200000]
1	32400000	28	0.56	200	[32200001,32400000]
1	32500000	30	0.6	100	[32400001,32500000]
1	32800000	31	0.62	300	[32500001,32800000]
1	33500000	29	0.58	700	[32800001,33500000]
1	34100000	28	0.56	600	[33500001,34100000]
1	34600000	27	0.54	500	[34100001,34600000]
1	35000000	28	0.56	400	[34600001,35000000]
1	35700000	16	0.32	700	[35000001,35700000]
1	45000000	16	0.32	1700	[43300001,45000000]
1	49400000	16	0.32	200	[49200001,49400000]
1	49600000	17	0.34	200	[49400001,49600000]
1	50100000	18	0.36	500	[49600001,50100000]
1	50200000	19	0.38	100	[50100001,50200000]
1	50500000	17	0.34	300	[50200001,50500000]
1	50800000	16	0.32	300	[50500001,50800000]
1	50900000	19	0.38	100	[50800001,50900000]
1	51500000	18	0.36	600	[50900001,51500000]
1	52500000	19	0.38	1000	[51500001,52500000]
1	52600000	17	0.34	100	[52500001,52600000]
1	52700000	16	0.32	100	[52600001,52700000]
1	53800000	16	0.32	100	[53700001,53800000]
1	59000000	17	0.34	400	[58600001,59000000]
1	59600000	19	0.38	600	[59000001,59600000]
1	60000000	18	0.36	400	[59600001,60000000]
1	61200000	20	0.4	1200	[60000001,61200000]
1	61300000	23	0.46	100	[61200001,61300000]
1	62700000	21	0.42	1400	[61300001,62700000]
1	70000000	21	0.42	800	[69200001,70000000]
1	72400000	20	0.4	2400	[70000001,72400000]
1	72700000	19	0.38	300	[72400001,72700000]
1	72900000	18	0.36	200	[72700001,72900000]
1	73200000	16	0.32	300	[72900001,73200000]
1	73300000	17	0.34	100	[73200001,73300000]
1	73600000	16	0.32	100	[73500001,73600000]
1	75400000	16	0.32	800	[74600001,75400000]
1	76800000	18	0.36	1400	[75400001,76800000]
1	78400000	19	0.38	1600	[76800001,78400000]
1	78500000	18	0.36	100	[78400001,78500000]
