CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
1	3700001	18	0.36	100	[3700001,3800000]
1	3800001	19	0.38	200	[3800001,4000000]
1	4000001	20	0.4	1500	[4000001,5500000]
1	5500001	17	0.34	200	[5500001,5700000]
1	5700001	18	0.36	100	[5700001,5800000]
1	5900001	17	0.34	200	[5900001,6100000]
1	6100001	19	0.38	200	[6100001,6300000]
1	6300001	18	0.36	100	[6300001,6400000]
1	7000001	18	0.36	600	[7000001,7600000]
1	7600001	17	0.34	600	[7600001,8200000]
1	8200001	19	0.38	100	[8200001,8300000]
1	8300001	18	0.36	200	[8300001,8500000]
1	8500001	17	0.34	400	[8500001,8900000]
1	9000001	17	0.34	200	[9000001,9200000]
1	10100001	17	0.34	400	[10100001,10500000]
1	10600001	18	0.36	300	[10600001,10900000]
1	11000001	19	0.38	100	[11000001,11100000]
1	11200001	18	0.36	600	[11200001,11800000]
1	11800001	21	0.42	1100	[11800001,12900000]
1	12900001	23	0.46	600	[12900001,13500000]
1	13500001	19	0.38	400	[13500001,13900000]
1	13900001	17	0.34	100	[13900001,14000000]
1	14000001	18	0.36	2300	[14000001,16300000]
1	16300001	19	0.38	600	[16300001,16900000]
1	16900001	18	0.36	100	[16900001,17000000]
1	17000001	22	0.44	1400	[17000001,18400000]
1	18400001	24	0.48	100	[18400001,18500000]
1	18500001	18	0.36	900	[18500001,19400000]
1	19400001	21	0.42	600	[19400001,20000000]
1	23200001	17	0.34	1100	[23200001,24300000]
1	24300001	18	0.36	100	[24300001,24400000]
1	24400001	19	0.38	900	[24400001,25300000]
1	25300001	18	0.36	500	[25300001,25800000]
1	25800001	19	0.38	800	[25800001,26600000]
1	26600001	20	0.4	1000	[26600001,27600000]
1	27600001	17	0.34	200	[27600001,27800000]
1	49000001	17	0.34	600	[49000001,49600000]
1	51600001	17	0.34	200	[51600001,51800000]
1	55100001	19	0.38	100	[55100001,55200000]
1	55200001	22	0.44	1000	[55200001,56200000]
1	56200001	21	0.42	600	[56200001,56800000]
1	56800001	23	0.46	1900	[56800001,58700000]
1	3800000	18	0.36	100	[3700001,3800000]
1	4000000	19	0.38	200	[3800001,4000000]
1	5500000	20	0.4	1500	[4000001,5500000]
1	5700000	17	0.34	200	[5500001,5700000]
1	5800000	18	0.36	100	[5700001,5800000]
1	6100000	17	0.34	200	[5900001,6100000]
1	6300000	19	0.38	200	[6100001,6300000]
1	6400000	18	0.36	100	[6300001,6400000]
1	7600000	18	0.36	600	[7000001,7600000]
1	8200000	17	0.34	600	[7600001,8200000]
1	8300000	19	0.38	100	[8200001,8300000]
1	8500000	18	0.36	200	[8300001,8500000]
1	8900000	17	0.34	400	[8500001,8900000]
1	9200000	17	0.34	200	[9000001,9200000]
1	10500000	17	0.34	400	[10100001,10500000]
1	10900000	18	0.36	300	[10600001,10900000]
1	11100000	19	0.38	100	[11000001,11100000]
1	11800000	18	0.36	600	[11200001,11800000]
1	12900000	21	0.42	1100	[11800001,12900000]
1	13500000	23	0.46	600	[12900001,13500000]
1	13900000	19	0.38	400	[13500001,13900000]
1	14000000	17	0.34	100	[13900001,14000000]
1	16300000	18	0.36	2300	[14000001,16300000]
1	16900000	19	0.38	600	[16300001,16900000]
1	17000000	18	0.36	100	[16900001,17000000]
1	18400000	22	0.44	1400	[17000001,18400000]
1	18500000	24	0.48	100	[18400001,18500000]
1	19400000	18	0.36	900	[18500001,19400000]
1	20000000	21	0.42	600	[19400001,20000000]
1	24300000	17	0.34	1100	[23200001,24300000]
1	24400000	18	0.36	100	[24300001,24400000]
1	25300000	19	0.38	900	[24400001,25300000]
1	25800000	18	0.36	500	[25300001,25800000]
1	26600000	19	0.38	800	[25800001,26600000]
1	27600000	20	0.4	1000	[26600001,27600000]
1	27800000	17	0.34	200	[27600001,27800000]
1	49600000	17	0.34	600	[49000001,49600000]
1	51800000	17	0.34	200	[51600001,51800000]
1	55200000	19	0.38	100	[55100001,55200000]
1	56200000	22	0.44	1000	[55200001,56200000]
1	56800000	21	0.42	600	[56200001,56800000]
1	58700000	23	0.46	1900	[56800001,58700000]
