CHR	POS	COUNT	FREQUENCY	Length_kb	Hotspot_interval
1	3000001	19	0.38	200	[3000001,3200000]
1	3200001	18	0.36	400	[3200001,3600000]
1	3600001	17	0.34	100	[3600001,3700000]
1	9300001	17	0.34	100	[9300001,9400000]
1	9400001	18	0.36	1300	[9400001,10700000]
1	10700001	17	0.34	500	[10700001,11200000]
1	12200001	20	0.4	200	[12200001,12400000]
1	12400001	19	0.38	200	[12400001,12600000]
1	13100001	17	0.34	300	[13100001,13400000]
1	15400001	18	0.36	100	[15400001,15500000]
1	15500001	17	0.34	300	[15500001,15800000]
1	15800001	16	0.32	1000	[15800001,16800000]
1	16800001	17	0.34	100	[16800001,16900000]
1	33200001	16	0.32	500	[33200001,33700000]
1	33700001	17	0.34	200	[33700001,33900000]
1	33900001	16	0.32	200	[33900001,34100000]
1	34100001	17	0.34	800	[34100001,34900000]
1	34900001	18	0.36	200	[34900001,35100000]
1	35100001	17	0.34	2100	[35100001,37200000]
1	37200001	16	0.32	200	[37200001,37400000]
1	37400001	17	0.34	400	[37400001,37800000]
1	37800001	16	0.32	700	[37800001,38500000]
1	38500001	19	0.38	300	[38500001,38800000]
1	38800001	17	0.34	200	[38800001,39000000]
1	39000001	18	0.36	1000	[39000001,40000000]
1	40000001	20	0.4	700	[40000001,40700000]
1	40700001	18	0.36	800	[40700001,41500000]
1	41600001	16	0.32	1300	[41600001,42900000]
1	49800001	27	0.54	400	[49800001,50200000]
1	50200001	28	0.56	200	[50200001,50400000]
1	50400001	27	0.54	2300	[50400001,52700000]
1	52700001	31	0.62	400	[52700001,53100000]
1	55700001	18	0.36	200	[55700001,55900000]
1	73700001	16	0.32	600	[73700001,74300000]
1	74300001	17	0.34	200	[74300001,74500000]
1	74500001	21	0.42	700	[74500001,75200000]
1	75200001	20	0.4	300	[75200001,75500000]
1	75500001	26	0.52	1100	[75500001,76600000]
1	76600001	25	0.5	400	[76600001,77000000]
1	77000001	24	0.48	100	[77000001,77100000]
1	77100001	25	0.5	200	[77100001,77300000]
1	77300001	23	0.46	1400	[77300001,78700000]
1	78700001	27	0.54	800	[78700001,79500000]
1	79500001	24	0.48	100	[79500001,79600000]
1	79600001	23	0.46	400	[79600001,80000000]
1	80000001	22	0.44	600	[80000001,80600000]
1	80600001	21	0.42	400	[80600001,81000000]
1	88800001	18	0.36	100	[88800001,88900000]
1	3200000	19	0.38	200	[3000001,3200000]
1	3600000	18	0.36	400	[3200001,3600000]
1	3700000	17	0.34	100	[3600001,3700000]
1	9400000	17	0.34	100	[9300001,9400000]
1	10700000	18	0.36	1300	[9400001,10700000]
1	11200000	17	0.34	500	[10700001,11200000]
1	12400000	20	0.4	200	[12200001,12400000]
1	12600000	19	0.38	200	[12400001,12600000]
1	13400000	17	0.34	300	[13100001,13400000]
1	15500000	18	0.36	100	[15400001,15500000]
1	15800000	17	0.34	300	[15500001,15800000]
1	16800000	16	0.32	1000	[15800001,16800000]
1	16900000	17	0.34	100	[16800001,16900000]
1	33700000	16	0.32	500	[33200001,33700000]
1	33900000	17	0.34	200	[33700001,33900000]
1	34100000	16	0.32	200	[33900001,34100000]
1	34900000	17	0.34	800	[34100001,34900000]
1	35100000	18	0.36	200	[34900001,35100000]
1	37200000	17	0.34	2100	[35100001,37200000]
1	37400000	16	0.32	200	[37200001,37400000]
1	37800000	17	0.34	400	[37400001,37800000]
1	38500000	16	0.32	700	[37800001,38500000]
1	38800000	19	0.38	300	[38500001,38800000]
1	39000000	17	0.34	200	[38800001,39000000]
1	40000000	18	0.36	1000	[39000001,40000000]
1	40700000	20	0.4	700	[40000001,40700000]
1	41500000	18	0.36	800	[40700001,41500000]
1	42900000	16	0.32	1300	[41600001,42900000]
1	50200000	27	0.54	400	[49800001,50200000]
1	50400000	28	0.56	200	[50200001,50400000]
1	52700000	27	0.54	2300	[50400001,52700000]
1	53100000	31	0.62	400	[52700001,53100000]
1	55900000	18	0.36	200	[55700001,55900000]
1	74300000	16	0.32	600	[73700001,74300000]
1	74500000	17	0.34	200	[74300001,74500000]
1	75200000	21	0.42	700	[74500001,75200000]
1	75500000	20	0.4	300	[75200001,75500000]
1	76600000	26	0.52	1100	[75500001,76600000]
1	77000000	25	0.5	400	[76600001,77000000]
1	77100000	24	0.48	100	[77000001,77100000]
1	77300000	25	0.5	200	[77100001,77300000]
1	78700000	23	0.46	1400	[77300001,78700000]
1	79500000	27	0.54	800	[78700001,79500000]
1	79600000	24	0.48	100	[79500001,79600000]
1	80000000	23	0.46	400	[79600001,80000000]
1	80600000	22	0.44	600	[80000001,80600000]
1	81000000	21	0.42	400	[80600001,81000000]
1	88900000	18	0.36	100	[88800001,88900000]
