#IID	F_ROH	ROH_length_kB	KBAVG
34426	0.22209	20530.5	1866.41
34427	0.28501	26347.3	2026.71
34428	0.23387	21620.3	2162.03
34429	0.22033	20368.6	2546.07
34430	0.21413	19794.6	2474.32
34431	0.30026	27757.2	3084.14
34432	0.22182	20506.3	1864.2
34433	0.19097	17653.9	1961.55
34434	0.20534	18982.5	2109.17
34435	0.27181	25126.9	2093.91
34436	0.26268	24283.6	2698.18
34437	0.18802	17381	2172.63
34438	0.32795	30316.8	3789.59
34439	0.21589	19957.3	2851.05
34440	0.43063	39809.4	2653.96
34441	0.22497	20797.1	2079.71
34442	0.12915	11939.4	1989.91
34443	0.19163	17714.7	2530.67
34444	0.17633	16300.6	2328.66
34445	0.20535	18983.4	2711.91
34446	0.21576	19946	2849.44
34447	0.28127	26001.6	2363.78
34448	0.23513	21736	1976
34449	0.32541	30082	3342.45
34450	0.39491	36506.9	2808.22
34451	0.24334	22495	2045
34452	0.24921	23037.9	2303.79
34453	0.30273	27986	1999
34454	0.34316	31723.1	2643.59
34455	0.15916	14713.8	1634.87
34456	0.19403	17936.6	1793.66
34457	0.16657	15398.8	1710.98
34458	0.35052	32403.1	2945.74
34459	0.11795	10903.5	1817.24
34460	0.24323	22484.9	1873.74
34461	0.20027	18513.6	2644.8
34462	0.29745	27497.5	2291.45
34463	0.18176	16802.5	1866.94
34464	0.30657	28340.5	2024.32
34465	0.28739	26567.2	2656.72
34466	0.15288	14132.4	2355.41
34467	0.13112	12121.2	2020.19
34468	0.22658	20945.8	2618.22
34469	0.26720	24701.3	2744.59
34470	0.27489	25412.3	2310.21
34471	0.27944	25832.6	3229.08
34472	0.28181	26051.2	2368.29
34473	0.12240	11315	1885.84
34474	0.28339	26197.5	2619.75
34475	0.33527	30994.1	2384.16
34476	0.24586	22728.5	1748.35
34477	0.35030	32383.1	2023.94
34478	0.19193	17742.5	1774.25
34479	0.22183	20506.5	2050.65
34480	0.26144	24169	2014.08
34481	0.21838	20188.3	1682.36
34482	0.43348	40073	5009.12
34483	0.19427	17959.5	1995.5
34484	0.31298	28932.8	3616.6
34485	0.18079	16712.6	2089.08
34486	0.24390	22547.3	2505.26
34487	0.23619	21833.9	2425.98
34488	0.38266	35375	5053.57
34489	0.25251	23342.9	2917.87
34490	0.35829	33122.2	2365.87
34491	0.33026	30530.7	2775.51
34492	0.26635	24622.4	3517.48
34493	0.28753	26580.1	2215
34494	0.22679	20965.4	2620.68
34495	0.28967	26778.4	2975.38
34496	0.27795	25695.1	2335.92
34497	0.26552	24546	2454.6
34498	0.22899	21168.6	2116.86
34499	0.34817	32186.1	2926.01
34500	0.23134	21385.8	2673.23
34501	0.14790	13672.7	2278.78
34502	0.20477	18929.6	1720.88
34503	0.26363	24371	3046.37
34504	0.28595	26434.4	2643.44
34505	0.24646	22784.2	2071.29
34506	0.22068	20400.9	2040.09
34507	0.26402	24407	3050.87
34508	0.25117	23219.2	2902.41
34509	0.32956	30466.2	2343.55
34510	0.24445	22598.1	1883.18
34511	0.17359	16046.9	2674.48
34512	0.29589	27353.2	1823.55
34513	0.39849	36838.1	3348.92
34514	0.15040	13903.5	1986.21
34515	0.21029	19439.8	1943.98
34516	0.16549	15298.7	2185.53
34517	0.19788	18292.7	2613.25
34518	0.29067	26870.5	2239.21
34519	0.27833	25730	1979.23
34520	0.28701	26532.7	2653.27
34521	0.16247	15019.5	2145.65
34522	0.24292	22456.7	2245.67
34523	0.18567	17164.2	2145.53
34524	0.18317	16933.3	2116.66
34525	0.18710	17296.7	2470.96
34526	0.38808	35875.5	2989.62
34527	0.34958	32317	2485.92
34528	0.43876	40560.5	2897.18
34529	0.29449	27223.9	2474.9
34530	0.11103	10263.8	1466.26
34531	0.33836	31279.8	2606.65
34532	0.29757	27509	2500.82
34533	0.43277	40007.1	3333.92
34534	0.37587	34747.2	2481.95
34535	0.19595	18114.5	1811.45
34536	0.45396	41965.5	3228.11
34537	0.31032	28687.3	2868.73
34538	0.26485	24483.7	2448.37
