#IID	F_ROH	ROH_length_kB	KBAVG
34426	0.17196	15899.5	1589.95
34427	0.15202	14055.4	1756.92
34428	0.24882	23005.8	2875.72
34429	0.35079	32433.8	2494.9
34430	0.29363	27149.1	2262.43
34431	0.20115	18597.9	1859.79
34432	0.09398	8689.49	1737.9
34433	0.29330	27118.1	3389.77
34434	0.24892	23015.2	2092.3
34435	0.20478	18933.7	2103.74
34436	0.38597	35686.8	3965.2
34437	0.30111	27840.4	3480.05
34438	0.12945	11968.7	2393.75
34439	0.14095	13032.2	1629.03
34440	0.14437	13348	2224.67
34441	0.28262	26130.9	2903.44
34442	0.34344	31754.1	2442.62
34443	0.20440	18898.6	1889.86
34444	0.36538	33782.5	3071.14
34445	0.25401	23486	2348.6
34446	0.26589	24584.1	2234.92
34447	0.29398	27181.5	2718.15
34448	0.21004	19420.4	1942.04
34449	0.19827	18331.7	2291.46
34450	0.26953	24920.9	2492.09
34451	0.30232	27952.4	1996.6
34452	0.22139	20469.9	2046.99
34453	0.21359	19748	1974.8
34454	0.32667	30204.2	3020.42
34455	0.32429	29984	2141.71
34456	0.19447	17980.3	1997.81
34457	0.24575	22721.5	2272.15
34458	0.16796	15529.3	1941.16
34459	0.30321	28034.4	2336.2
34460	0.24142	22321.7	2480.19
34461	0.21460	19842.1	1984.21
34462	0.23055	21316.6	2368.51
34463	0.27888	25785.1	2148.76
34464	0.30810	28487.2	2191.32
34465	0.21918	20264.9	2026.49
34466	0.25738	23797	2163.36
34467	0.21291	19685.4	1789.58
34468	0.27500	25426.7	1955.9
34469	0.41579	38444.1	2402.75
34470	0.27195	25144.8	3143.1
34471	0.24487	22640.4	2515.6
34472	0.25405	23489.4	2135.4
34473	0.30816	28492.8	2191.76
34474	0.24984	23100.2	2100.02
34475	0.16154	14935.6	2489.27
34476	0.34811	32185.8	2682.15
34477	0.30716	28399.5	1893.3
34478	0.29320	27109.6	3872.8
34479	0.14292	13214.6	1887.8
34480	0.24563	22711	2064.63
34481	0.21496	19875.2	2484.4
34482	0.27155	25107.4	3138.42
34483	0.15985	14779.9	2111.41
34484	0.20106	18589.6	2655.66
