Sim_name	Avg_He
sim_1_selection_model_s05_chr3	NA
sim_2_selection_model_s05_chr3	0.20339598
sim_3_selection_model_s05_chr3	0.09984542
sim_4_selection_model_s05_chr3	NA
sim_5_selection_model_s05_chr3	0.470895874285714
sim_6_selection_model_s05_chr3	NA
sim_7_selection_model_s05_chr3	0.395420389469568
sim_8_selection_model_s05_chr3	NA
sim_9_selection_model_s05_chr3	0.145990639833333
sim_10_selection_model_s05_chr3	0.17552542
sim_11_selection_model_s05_chr3	0.48310878
sim_12_selection_model_s05_chr3	NA
sim_13_selection_model_s05_chr3	NA
sim_14_selection_model_s05_chr3	0.413422014157143
sim_15_selection_model_s05_chr3	NA
sim_16_selection_model_s05_chr3	NA
sim_17_selection_model_s05_chr3	0.26988672
sim_18_selection_model_s05_chr3	NA
sim_19_selection_model_s05_chr3	NA
sim_20_selection_model_s05_chr3	0.1046794638
