#IID	F_ROH	ROH_length_kB	KBAVG
34426	0.24025	22213.7	1851.14
34427	0.18937	17508.7	1591.7
34428	0.15864	14667.4	1833.43
34429	0.19734	18245.9	2280.74
34430	0.21715	20077.4	2007.74
34431	0.29908	27652.8	2304.4
34432	0.16270	15043.2	1880.4
34433	0.15964	14760	1476
34434	0.24629	22772.3	2530.26
34435	0.21204	19605.4	2178.38
34436	0.15608	14430.7	1803.84
34437	0.25094	23201.4	1933.45
34438	0.26417	24425.4	3489.34
34439	0.31464	29091.2	3232.36
34440	0.18502	17107.3	1900.82
34441	0.10099	9337.18	1556.2
34442	0.40408	37361.2	9340.29
34443	0.16981	15700.9	1962.61
34444	0.24456	22612.4	2055.68
34445	0.21167	19570.9	1957.09
34446	0.27483	25411	2541.1
34447	0.21055	19467.3	2781.04
34448	0.25187	23287.8	2587.53
34449	0.38311	35422	2951.83
34450	0.22972	21240.3	3034.33
34451	0.20367	18831.5	2690.21
34452	0.20068	18554.7	2319.33
34453	0.09747	9011.77	1501.96
34454	0.30448	28152.3	2346.02
34455	0.18038	16678	1853.12
34456	0.20903	19326.5	2760.93
34457	0.23164	21417	1647.46
34458	0.20907	19330.1	2416.27
34459	0.30238	27958.3	3994.04
34460	0.46390	42891.6	3299.36
34461	0.26205	24228.9	2692.1
34462	0.19375	17914.3	2985.72
34463	0.27163	25115.1	3139.39
34464	0.23547	21771.7	1814.31
34465	0.22094	20428.1	2042.81
34466	0.19656	18174.3	3029.05
34467	0.16301	15071.5	2153.07
34468	0.26754	24737	3092.13
34469	0.18047	16685.8	2383.69
34470	0.23394	21630	1966.36
34471	0.19862	18364.3	3060.71
34472	0.19533	18059.9	2006.66
34473	0.17521	16200.2	2025.03
34474	0.14976	13846.6	1730.82
34475	0.10018	9262.35	1852.47
34476	0.28083	25965.2	2163.77
34477	0.21096	19505	1950.5
34478	0.37413	34592.3	4941.76
34479	0.22937	21207.6	2356.4
34480	0.16786	15520.7	1940.09
34481	0.17669	16336.5	1633.65
34482	0.19344	17885.6	2980.93
34483	0.24097	22280.3	5570.07
34484	0.19560	18084.7	1808.47
34485	0.22182	20509.1	1709.09
34486	0.16881	15608.3	1951.03
34487	0.05203	4810.71	1603.57
34488	0.19747	18257.6	1825.76
34489	0.26980	24945.4	1781.82
34490	0.30066	27798.6	3088.74
34491	0.16108	14893.6	1654.85
34492	0.24070	22254.6	2225.46
34493	0.13983	12928.4	2154.73
34494	0.17526	16204.7	2025.58
34495	0.17608	16280.5	2325.79
34496	0.23534	21759.3	1978.12
34497	0.21899	20247.3	2530.91
34498	0.20173	18652.3	2331.54
34499	0.25513	23589.3	2144.49
34500	0.25346	23434.8	1952.9
34501	0.35318	32654.5	2721.21
34502	0.12451	11512.4	1644.63
34503	0.32956	30471.1	2176.51
34504	0.08188	7570.73	1514.15
34505	0.35213	32557.7	4069.71
34506	0.10682	9876.8	3292.27
34507	0.21993	20334.7	2259.41
34508	0.18067	16704.8	1518.62
34509	0.10414	9628.8	1604.8
34510	0.20082	18568.2	2063.13
34511	0.07354	6799.39	1699.85
34512	0.10626	9824.62	1637.44
34513	0.16511	15266.4	2544.4
34514	0.27485	25413	2541.3
34515	0.11968	11065.8	1580.82
34516	0.19341	17882.6	2554.66
34517	0.16137	14919.8	1864.98
34518	0.22658	20949.7	2327.75
34519	0.21210	19610.6	2801.52
34520	0.35815	33114.8	3311.48
34521	0.21634	20002.5	2222.5
34522	0.23059	21320.6	2368.96
34523	0.18029	16669.2	2083.65
34524	0.30156	27881.8	3485.23
34525	0.26837	24813.7	2067.81
34526	0.13911	12861.7	2143.61
34527	0.20179	18657.6	1865.76
34528	0.19211	17762.7	2960.45
34529	0.15644	14464	1607.11
34530	0.15787	14596.9	1621.88
34531	0.24792	22922.2	3274.6
34532	0.15784	14593.7	1824.22
34533	0.18724	17311.8	1731.18
34534	0.12839	11871.3	1695.9
34535	0.19249	17797.6	1977.51
34536	0.34112	31539.8	3153.98
34537	0.30974	28638.7	2202.98
34538	0.30574	28268.4	2569.86
34539	0.19691	18206.2	2022.91
34540	0.18201	16828.4	1869.83
34541	0.16322	15091.3	2155.9
34542	0.23822	22025.4	2202.54
34543	0.11192	10347.9	2069.58
34544	0.27135	25088.6	2508.86
34545	0.23848	22050.2	2756.27
34546	0.28317	26181.4	2181.78
34547	0.23678	21892.7	2736.59
34548	0.17311	16005.7	1778.41
34549	0.32773	30302.2	2754.74
34550	0.15704	14520.2	1613.36
34551	0.18538	17140.1	2448.58
34552	0.23435	21668.2	2166.82
34553	0.11342	10487.1	2097.42
34554	0.18887	17463.3	1940.37
34555	0.32777	30305.6	3367.29
34556	0.18801	17383.7	1931.52
34557	0.21894	20243.2	3373.87
34558	0.24295	22463.4	2807.93
34559	0.18500	17104.8	2850.81
34560	0.19785	18293.4	2032.6
34561	0.23930	22125.2	2765.65
34562	0.19937	18434	2304.25
34563	0.18063	16700.9	1670.09
34564	0.11794	10904.3	1817.39
34565	0.24652	22793	2279.3
34566	0.28212	26084.4	2608.44
34567	0.26742	24725.7	2472.57
34568	0.33656	31118.3	2393.72
34569	0.28447	26301.8	2191.81
34570	0.16796	15529.1	1725.46
34571	0.18870	17447	1938.56
34572	0.18310	16929	1880.99
34573	0.29053	26862	2442
34574	0.41381	38260.9	3826.09
34575	0.20258	18730.7	1873.07
34576	0.14790	13675.1	1953.58
34577	0.18364	16979.7	4244.92
34578	0.34595	31986.2	2665.51
34579	0.35254	32596	2507.39
34580	0.22473	20778.1	2968.3
34581	0.17412	16098.8	2012.35
34582	0.24035	22223.1	1851.93
34583	0.29815	27566.4	1969.03
34584	0.16673	15415.5	1712.84
34585	0.20241	18714.8	2079.42
34586	0.19833	18337.6	1667.06
34587	0.26552	24550	2045.83
34588	0.22566	20864.9	2318.32
34589	0.15333	14177.3	1772.16
34590	0.14244	13170	1881.43
