#IID	F_ROH	ROH_length_kB	KBAVG
34426	0.78932	72980.4	18245.1
34427	0.37400	34579.9	2659.99
34428	0.36540	33784.9	2815.41
34429	0.25976	24017.4	4002.9
34430	0.20288	18758.7	3126.44
34431	0.22479	20783.8	2597.97
34432	0.28258	26127.3	2612.73
34433	0.27409	25342	3167.75
34434	0.23600	21820.2	2424.46
34435	0.22580	20877.6	2982.51
34436	0.42034	38864.7	2776.05
34437	0.24135	22315	2231.5
34438	0.21195	19597	2177.44
34439	0.37276	34465.6	2297.7
34440	0.34829	32203.2	3578.13
34441	0.24313	22480.2	2497.8
34442	0.36688	33921.9	3392.19
34443	0.29704	27464.5	3433.07
34444	0.36628	33866.1	2822.18
34445	0.40116	37091.1	2472.74
34446	0.35767	33070.2	3307.02
34447	0.20920	19342.4	2417.8
34448	0.21991	20332.8	2259.2
34449	0.31130	28782.5	2616.59
34450	0.27874	25772.5	2577.25
34451	0.34159	31583.2	2631.93
34452	0.34936	32301.4	2484.72
34453	0.34789	32166.3	2680.53
34454	0.33526	30998.2	3099.82
34455	0.17952	16598.5	2371.22
34456	0.28999	26812.9	2979.21
34457	0.29063	26871.5	2067.04
34458	0.38446	35547.2	2369.82
34459	0.29591	27360.2	3420.02
34460	0.49320	45601.6	4145.6
34461	0.37624	34787.4	2675.96
34462	0.40182	37152.2	2653.73
34463	0.33346	30832	3425.78
34464	0.24198	22373.9	2796.73
34465	0.37778	34929.7	3492.97
34466	0.22798	21078.9	2342.1
34467	0.31771	29375.1	2937.51
34468	0.32193	29765.2	2126.09
34469	0.34936	32302	2936.54
34470	0.26107	24138.9	2413.89
34471	0.37734	34889	2907.42
34472	0.32638	30176.9	2743.36
34473	0.35594	32909.9	2742.5
34474	0.33791	31243.4	2840.31
34475	0.34037	31470.2	2860.93
34476	0.29039	26849.5	2983.28
34477	0.27034	24996	2499.6
34478	0.42699	39479.5	2819.96
34479	0.29510	27284.9	2480.44
34480	0.26623	24615.3	2051.28
34481	0.35391	32722.3	2974.76
34482	0.38138	35262.8	3526.28
34483	0.39645	36656.1	3665.61
34484	0.30772	28451.5	2370.96
34485	0.49916	46152	5128
34486	0.27420	25352.1	2304.74
34487	0.31195	28842.7	2884.27
34488	0.36370	33627.4	2802.28
34489	0.27308	25248.9	2524.89
34490	0.34979	32341.4	2310.1
34491	0.30018	27754.2	3083.8
34492	0.25741	23799.7	2974.96
34493	0.31391	29024.2	2638.57
34494	0.37210	34404.7	2867.06
34495	0.34926	32292.7	2935.7
34496	0.30331	28044	2337
34497	0.31317	28956	2632.36
34498	0.22805	21085.4	2108.54
34499	0.24661	22801.4	2533.49
34500	0.25727	23787.2	2973.4
34501	0.36813	34037.3	3403.73
34502	0.29753	27509.3	2500.84
34503	0.34228	31647.5	2434.42
34504	0.31454	29082.1	2908.21
34505	0.48979	45285.8	3019.06
34506	0.39115	36165.3	3287.75
34507	0.24541	22690.5	2836.32
34508	0.26275	24293.9	2208.53
34509	0.23123	21379.7	1943.61
34510	0.47402	43827.7	3130.55
34511	0.33856	31303.6	2407.97
34512	0.56772	52491.4	8748.57
34513	0.29998	27735.8	2521.44
34514	0.22270	20590.9	2573.86
34515	0.39430	36457.3	3314.3
34516	0.24732	22867.4	2286.74
34517	0.30081	27813	3090.33
34518	0.25941	23985.3	2398.53
34519	0.33193	30690.1	2360.78
34520	0.25842	23893.6	2654.85
34521	0.41288	38174.8	3470.43
34522	0.34956	32320.5	4617.21
34523	0.31295	28935	2225.77
34524	0.40769	37695	2899.61
