#IID	F_ROH	ROH_length_kB	KBAVG
69206	0.34751	32127.7	4015.96
69207	0.31116	28766.6	3196.29
69208	0.33390	30869.4	6173.87
69209	0.48803	45118.1	5013.12
69210	0.41002	37906.2	2707.59
69211	0.43300	40030.9	2859.35
69212	0.43783	40477.4	2891.25
69213	0.31083	28736.4	2394.7
69214	0.32070	29649.1	2695.37
69215	0.56209	51964.9	5196.49
69216	0.67116	62049.1	7756.14
69217	0.50973	47124.6	3141.64
69218	0.41019	37922.4	3792.24
69219	0.32777	30302.1	5050.36
69220	0.24089	22270.5	2783.82
69221	0.37394	34570.8	3841.2
69222	0.39634	36642.1	3664.21
69223	0.38641	35723.9	2551.71
69224	0.37759	34908.1	3173.47
69225	0.38925	35986.5	3598.65
69226	0.31903	29494.5	3277.17
69227	0.36070	33347.2	3031.56
69228	0.52011	48083.9	3434.56
69229	0.46440	42933.9	3302.61
69230	0.36568	33806.8	2253.79
69231	0.41914	38749.9	3229.15
69232	0.33040	30546	2776.91
69233	0.34450	31848.7	2123.24
69234	0.36556	33795.9	2413.99
69235	0.31993	29577.7	2957.77
69236	0.37271	34457.4	2650.57
69237	0.29288	27076.7	3008.52
69238	0.33854	31298.3	3912.29
69239	0.43361	40087.6	2672.51
69240	0.42546	39333.6	2809.54
69241	0.58494	54077.6	6759.71
69242	0.34075	31502	3500.22
69243	0.43078	39825.3	3318.77
69244	0.40208	37172.8	4130.32
69245	0.24522	22670.2	3238.6
69246	0.41448	38318.8	2947.6
69247	0.26394	24401.7	2711.3
69248	0.37084	34283.9	3428.39
69249	0.51693	47790.6	4779.06
69250	0.28215	26085	2898.33
69251	0.42045	38871.1	2776.5
69252	0.38351	35455.5	3545.55
69253	0.37505	34673.3	2667.17
69254	0.35365	32694.7	2514.98
69255	0.41008	37912.2	3159.35
69256	0.26855	24827.2	2758.58
69257	0.36892	34106.4	3100.58
69258	0.29203	26997.8	2999.76
69259	0.18376	16988.9	2831.49
69260	0.34550	31941.7	2457.06
69261	0.24857	22980.3	2872.54
69262	0.32192	29761.7	2289.36
69263	0.39267	36302.7	2268.92
69264	0.33053	30557.3	3055.73
69265	0.46895	43354.8	3941.35
69266	0.51168	47305.2	2956.58
69267	0.47082	43527	3627.25
69268	0.75929	70196.9	14039.4
69269	0.45182	41771	3213.15
69270	0.31044	28700.3	1913.36
69271	0.36167	33436.9	2229.12
69272	0.26372	24380.6	3047.57
69273	0.41776	38621.8	3862.18
69274	0.33028	30534.3	3816.79
69275	0.33471	30943.9	2813.08
69276	0.47626	44030.4	2935.36
69277	0.50020	46244	6606.28
69278	0.37313	34495.9	2653.53
69279	0.30739	28418.7	4059.82
69280	0.36765	33989.3	4855.62
69281	0.35814	33110.1	3311.01
69282	0.35339	32671	2722.58
69283	0.40342	37296.1	3390.56
69284	0.26473	24474.8	2224.98
69285	0.33163	30659.2	2554.93
69286	0.30551	28244.8	2824.48
69287	0.38929	35989.8	2999.15
69288	0.48424	44767.9	2984.53
69289	0.34590	31978.5	3197.85
69290	0.35705	33009.7	2750.81
69291	0.44834	41449.1	3768.1
69292	0.33634	31094.6	3109.46
69293	0.35337	32668.9	4083.61
69294	0.51456	47571.1	3397.94
69295	0.43623	40329.4	2372.32
69296	0.32002	29586.2	3698.27
69297	0.38757	35830.9	3583.09
69298	0.32829	30350.1	2529.18
69299	0.47039	43488.1	3345.24
69300	0.44105	40775.1	3136.55
69301	0.41900	38736.4	3228.03
69302	0.44121	40789.6	2913.54
69303	0.36004	33285.6	3025.96
69304	0.36888	34102.9	2623.3
69305	0.36309	33567.7	3729.74
69306	0.39792	36788.2	2829.86
69307	0.42518	39308.2	3930.82
69308	0.34248	31662.7	2878.43
69309	0.46540	43025.9	4302.59
69310	0.36225	33489.9	4186.23
69311	0.33965	31400.3	3488.92
69312	0.34647	32031.2	2911.93
69313	0.47686	44086.1	3673.84
69314	0.30801	28475.8	3163.97
69315	0.30014	27748.2	2522.56
69316	0.35958	33243.7	3022.15
69317	0.37903	35041	2920.09
69318	0.35251	32589.3	2506.87
69319	0.37521	34687.8	2890.65
69320	0.29485	27258.7	2725.87
69321	0.43858	40546.5	2896.18
69322	0.35975	33259.2	3023.56
69323	0.38641	35723.5	3969.28
69324	0.38681	35761.1	2980.09
69325	0.50512	46698.1	3335.58
69326	0.47869	44255.2	3687.93
69327	0.28538	26383	2638.3
69328	0.26261	24278.4	3468.34
69329	0.31821	29418.8	3268.76
69330	0.20962	19379	3875.8
69331	0.33037	30542.8	3054.28
69332	0.28722	26553.9	2655.39
69333	0.53592	49545.8	3303.05
69334	0.35116	32465	2029.06
69335	0.42747	39519.5	3592.68
69336	0.39320	36351.2	4039.02
69337	0.49487	45750.5	2859.41
69338	0.42360	39161.9	4351.33
69339	0.26322	24334.6	3041.82
69340	0.47724	44120.6	2322.14
69341	0.30560	28252.6	2173.28
69342	0.35841	33135.3	4733.61
69343	0.34515	31909	3545.44
69344	0.36930	34141.5	2133.84
69345	0.35633	32942.5	2745.21
69346	0.23504	21729.5	1810.79
69347	0.37629	34787.7	2675.97
69348	0.36448	33696.6	2406.9
69349	0.34495	31890.8	3543.42
69350	0.44052	40726.4	2715.09
69351	0.39479	36498.6	4055.4
69352	0.46503	42991.9	2528.93
69353	0.31506	29127	3640.88
69354	0.29015	26824.4	2980.49
69355	0.42590	39374.2	3281.18
69356	0.37799	34945.6	2496.11
69357	0.45766	42310.5	3525.88
69358	0.35065	32417.6	2701.47
69359	0.27889	25783.3	3222.91
69360	0.32193	29762.5	3720.31
69361	0.36840	34058.2	3096.2
69362	0.33789	31238.1	2603.17
69363	0.29489	27262.9	2726.29
69364	0.37324	34505.9	2654.3
69365	0.40903	37814.7	2701.05
