sim_1_selection_model_s005_chr3	64
sim_2_selection_model_s005_chr3	87
sim_3_selection_model_s005_chr3	0
sim_4_selection_model_s005_chr3	45
sim_5_selection_model_s005_chr3	846
sim_6_selection_model_s005_chr3	793
sim_7_selection_model_s005_chr3	970
sim_8_selection_model_s005_chr3	382
sim_9_selection_model_s005_chr3	265
sim_10_selection_model_s005_chr3	637
sim_11_selection_model_s005_chr3	467
sim_12_selection_model_s005_chr3	264
sim_13_selection_model_s005_chr3	43
sim_14_selection_model_s005_chr3	177
sim_15_selection_model_s005_chr3	251
sim_16_selection_model_s005_chr3	627
sim_17_selection_model_s005_chr3	168
sim_18_selection_model_s005_chr3	135
sim_19_selection_model_s005_chr3	1158
sim_20_selection_model_s005_chr3	41
