#IID	F_ROH	ROH_length_kB	KBAVG
37781	0.57704	53360.2	3557.35
37782	0.41894	38740.3	2767.16
37783	0.33840	31292.9	2607.74
37784	0.47541	43962.3	4396.23
37785	0.50665	46851.5	3346.53
37786	0.36129	33409.3	2386.38
37787	0.51846	47943.3	4358.48
37788	0.50189	46410.9	2900.68
37789	0.36372	33634	2242.27
37790	0.47441	43870	2924.67
37791	0.39309	36349.8	4038.87
37792	0.36712	33948.7	2829.06
37793	0.51591	47707.7	3407.69
37794	0.34821	32199.5	2476.89
37795	0.35319	32660	2721.66
37796	0.96849	89559.2	89559.2
37797	0.42172	38997.4	2999.8
37798	0.38911	35982	2767.85
37799	0.53236	49229.1	4102.42
37800	0.47122	43574.5	3631.21
37801	0.31956	29550.3	2955.03
37802	0.52499	48547	6935.29
37803	0.53346	49330	3794.62
37804	0.34719	32105.8	2918.71
37805	0.44655	41293.2	3176.4
37806	0.41392	38275.8	2733.98
37807	0.45876	42422.8	2651.42
37808	0.54165	50088	4553.45
37809	0.42785	39564.7	3043.44
37810	0.38334	35448.5	2954.04
37811	0.30210	27936.1	2793.61
37812	0.26839	24818.6	3545.51
37813	0.47046	43505	3955
37814	0.40823	37750.1	3431.83
37815	0.29380	27168.9	4528.14
37816	0.31897	29495.8	2457.98
37817	0.58619	54206.5	5420.65
37818	0.38375	35486.7	2957.22
37819	0.49858	46104.7	5122.75
37820	0.43915	40608.9	3123.76
37821	0.35849	33150.9	3013.71
37822	0.47521	43943.5	3380.27
37823	0.43114	39869	3066.84
37824	0.38542	35640.9	3564.09
37825	0.34280	31699.7	2881.79
37826	0.29358	27148.2	2468.02
37827	0.42501	39301.4	3275.12
37828	0.53510	49481.7	4498.34
37829	0.38752	35835.2	2559.66
37830	0.36217	33491.1	3044.65
37831	0.50606	46796.5	3899.71
37832	0.54234	50151.2	4179.26
37833	0.49080	45385.3	3491.18
37834	0.32898	30421.3	3380.15
37835	0.46937	43403.6	3100.26
37836	0.54605	50494.3	3884.18
37837	0.39264	36308.6	3300.78
37838	0.40446	37401.7	2877.05
37839	0.44927	41545.3	3195.79
37840	0.37144	34348.3	3434.83
37841	0.36328	33593.8	3359.38
37842	0.40442	37397.5	2493.16
37843	0.31896	29495	3277.22
37844	0.47611	44026.9	4002.45
37845	0.36971	34188	3798.67
37846	0.43300	40040.5	3080.04
37847	0.31446	29079.2	2907.92
37848	0.31607	29228.2	2922.82
37849	0.39132	36186.2	4020.69
37850	0.45137	41739.6	3210.74
37851	0.50297	46510.8	7751.81
37852	0.41130	38034.2	2925.71
37853	0.40145	37123.1	2651.65
37854	0.35441	32773.2	2979.38
37855	0.34947	32316.6	2308.33
37856	0.49936	46177.3	4197.94
37857	0.40188	37163	3096.91
37858	0.35632	32950.2	2745.85
37859	0.36140	33419.4	2784.95
37860	0.39969	36960.6	3080.05
37861	0.45737	42294	3253.38
37862	0.54126	50051.5	5561.28
37863	0.37858	35008.1	3182.55
37864	0.48920	45237.3	2661.02
37865	0.41346	38233.7	2941.05
37866	0.48418	44773.5	4070.32
37867	0.40826	37753.3	3432.12
37868	0.40903	37823.7	3438.52
37869	0.41847	38696.6	3224.72
37870	0.31031	28695.1	3188.34
37871	0.40785	37714.5	2901.11
37872	0.40403	37361.4	3396.49
37873	0.39359	36395.9	3308.72
37874	0.56561	52303.7	2905.76
37875	0.45761	42316.3	2644.77
37876	0.44742	41373.8	2758.25
37877	0.50782	46959.6	3130.64
37878	0.35491	32819	2187.93
37879	0.33924	31370.7	3485.63
37880	0.44663	41300.6	3176.97
37881	0.33679	31143.8	3892.98
37882	0.37422	34605.2	3145.93
37883	0.37150	34353.2	4907.59
37884	0.44994	41606.9	5200.86
37885	0.38478	35581.3	2737.03
37886	0.36036	33323.7	3332.37
37887	0.42927	39696.1	3608.74
37888	0.48094	44474.2	3706.18
37889	0.51256	47398	2962.38
37890	0.60035	55516	4270.46
37891	0.42242	39061.9	3255.16
37892	0.39153	36206	3017.17
37893	0.44120	40799	2719.93
37894	0.49158	45457.4	3030.5
37895	0.33908	31355.2	2612.94
37896	0.35731	33041.2	3671.25
37897	0.37999	35138.4	2928.2
37898	0.29755	27515.3	2501.39
37899	0.39839	36840.4	4093.38
37900	0.28836	26665.3	2424.12
37901	0.26314	24333.5	2433.35
37902	0.41884	38731	2979.31
37903	0.39333	36371.8	3637.18
37904	0.52735	48765.4	4063.79
37905	0.38423	35530.7	3553.07
37906	0.45372	41956.6	3814.23
37907	0.51820	47919.4	3194.63
37908	0.39684	36696.5	3669.65
37909	0.43354	40090.6	4009.06
37910	0.34263	31683.5	3960.44
37911	0.37103	34310.5	3119.14
37912	0.58268	53881.6	2993.42
37913	0.39955	36947.3	3358.84
37914	0.34345	31760	3176
37915	0.40206	37179.7	3379.98
37916	0.41293	38184.3	2727.45
37917	0.32422	29981.1	3331.23
37918	0.20732	19171.2	2130.13
