#IID	F_ROH	ROH_length_kB	KBAVG
75961	0.34705	32092.2	2468.63
75962	0.39418	36450.2	2278.14
75963	0.51221	47364.3	2631.35
75964	0.29777	27534.8	2118.06
75965	0.35995	33284.9	4754.98
75966	0.22769	21054.2	2339.35
75967	0.39243	36288.7	2791.44
75968	0.39735	36743.2	3061.93
75969	0.25271	23368.6	2336.86
75970	0.23667	21885.2	1823.77
75971	0.32213	29787.2	2291.32
75972	0.25584	23657.7	2150.7
75973	0.49011	45320.9	3237.21
75974	0.35908	33204.5	3018.59
75975	0.29971	27714.4	2519.49
75976	0.40113	37092.9	2472.86
75977	0.54125	50049.7	3336.65
75978	0.36787	34017.3	2834.77
75979	0.38269	35387.6	2948.97
75980	0.37359	34546.2	2657.4
75981	0.39701	36712	2294.5
75982	0.42961	39726.1	2336.83
75983	0.22375	20690.7	1880.97
75984	0.29592	27364.3	2487.66
75985	0.41293	38184	2246.12
75986	0.30284	28003.8	2000.27
75987	0.38760	35841.2	2986.76
75988	0.39959	36950	2842.31
75989	0.19970	18466.4	2051.82
75990	0.30496	28199.5	2169.19
75991	0.30123	27854.9	2532.26
75992	0.30064	27800.3	2316.69
75993	0.41758	38613.9	2271.41
75994	0.25999	24041.3	4006.88
75995	0.30178	27906	2325.5
75996	0.44863	41484.8	2765.65
75997	0.37139	34342.6	3122.06
75998	0.25494	23574.3	2143.12
75999	0.39276	36318.9	2017.72
76000	0.38552	35649.1	1876.27
76001	0.45884	42429.1	2828.61
76002	0.55659	51467.9	3216.75
76003	0.27422	25357.3	2535.73
76004	0.28832	26661	2423.73
76005	0.35250	32596.1	2328.29
76006	0.28153	26033.2	2366.66
76007	0.45467	42043.4	2335.74
76008	0.36561	33808.5	2414.9
76009	0.34794	32173.9	2924.9
76010	0.33940	31384.4	2853.13
76011	0.37585	34755	2172.19
76012	0.38787	35866.5	2561.9
76013	0.46248	42765.8	2851.05
76014	0.32733	30268.5	3026.85
76015	0.36493	33745.2	2249.68
76016	0.21323	19717.7	2816.81
76017	0.33887	31335.8	2848.71
76018	0.35756	33064	2755.33
76019	0.24767	22902.5	2082.05
76020	0.48665	45001.3	3000.09
76021	0.32293	29861.8	2488.48
76022	0.48161	44535.1	3425.77
76023	0.28133	26015.2	2001.17
76024	0.29869	27619.7	2301.65
76025	0.65698	60751.1	8678.73
76026	0.38331	35445.2	3544.52
76027	0.32524	30074.9	2506.24
76028	0.39738	36746.1	2624.72
76029	0.31460	29091.4	2424.28
76030	0.31949	29543.9	4220.56
76031	0.34889	32262.3	2481.72
76032	0.21417	19804	2475.5
76033	0.26189	24217.6	2690.84
76034	0.32534	30084.3	2005.62
76035	0.36974	34189.7	2629.97
76036	0.46628	43117.5	2536.33
76037	0.42578	39372	2316
76038	0.41656	38519.8	2751.41
