sim_1_selection_model_s03_chr3	4
sim_2_selection_model_s03_chr3	6
sim_3_selection_model_s03_chr3	7
sim_4_selection_model_s03_chr3	1
sim_5_selection_model_s03_chr3	3
sim_6_selection_model_s03_chr3	6
sim_7_selection_model_s03_chr3	2
sim_8_selection_model_s03_chr3	0
sim_9_selection_model_s03_chr3	3
sim_10_selection_model_s03_chr3	2
sim_11_selection_model_s03_chr3	0
sim_12_selection_model_s03_chr3	6
sim_13_selection_model_s03_chr3	0
sim_14_selection_model_s03_chr3	1
sim_15_selection_model_s03_chr3	2
sim_16_selection_model_s03_chr3	2
sim_17_selection_model_s03_chr3	3
sim_18_selection_model_s03_chr3	2
sim_19_selection_model_s03_chr3	1
sim_20_selection_model_s03_chr3	1
