sim_1_selection_model_s02_chr3	0
sim_2_selection_model_s02_chr3	1
sim_3_selection_model_s02_chr3	12
sim_4_selection_model_s02_chr3	9
sim_5_selection_model_s02_chr3	5
sim_6_selection_model_s02_chr3	3
sim_7_selection_model_s02_chr3	0
sim_8_selection_model_s02_chr3	10
sim_9_selection_model_s02_chr3	6
sim_10_selection_model_s02_chr3	20
sim_11_selection_model_s02_chr3	8
sim_12_selection_model_s02_chr3	13
sim_13_selection_model_s02_chr3	1
sim_14_selection_model_s02_chr3	3
sim_15_selection_model_s02_chr3	0
sim_16_selection_model_s02_chr3	2
sim_17_selection_model_s02_chr3	5
sim_18_selection_model_s02_chr3	3
sim_19_selection_model_s02_chr3	2
sim_20_selection_model_s02_chr3	0
