Sim_name	Avg_He
sim_1_selection_model_s02_chr3	0.0986617050166667
sim_2_selection_model_s02_chr3	0.0895840632
sim_3_selection_model_s02_chr3	0.0516774458857143
sim_4_selection_model_s02_chr3	0.20372986032562
sim_5_selection_model_s02_chr3	0.073288489425
sim_6_selection_model_s02_chr3	0.107693046
sim_7_selection_model_s02_chr3	0.411753081955556
sim_8_selection_model_s02_chr3	0.0969816888
sim_9_selection_model_s02_chr3	0.0567443031333333
sim_10_selection_model_s02_chr3	0.427299079473299
sim_11_selection_model_s02_chr3	0.341232417681543
sim_12_selection_model_s02_chr3	0.211737942250586
sim_13_selection_model_s02_chr3	0.11191044741
sim_14_selection_model_s02_chr3	0.138348480405357
sim_15_selection_model_s02_chr3	0.0479091750952381
sim_16_selection_model_s02_chr3	0.0358837071885714
sim_17_selection_model_s02_chr3	0.1461848032555
sim_18_selection_model_s02_chr3	0.0509053983024542
sim_19_selection_model_s02_chr3	0.0529944704
sim_20_selection_model_s02_chr3	0.426986329401818
