Sim_name	Avg_He
sim_1_selection_model_s06_chr3	NA
sim_2_selection_model_s06_chr3	0.0294605203083333
sim_3_selection_model_s06_chr3	NA
sim_4_selection_model_s06_chr3	NA
sim_5_selection_model_s06_chr3	NA
sim_6_selection_model_s06_chr3	0.460793381718254
sim_7_selection_model_s06_chr3	0.362505560002424
sim_8_selection_model_s06_chr3	0.075284455175
sim_9_selection_model_s06_chr3	0.07348486658125
sim_10_selection_model_s06_chr3	0.33678570659181
sim_11_selection_model_s06_chr3	0.0571859260977778
sim_12_selection_model_s06_chr3	0.428752339739927
sim_13_selection_model_s06_chr3	0.0617136736
sim_14_selection_model_s06_chr3	0.0270234828
sim_15_selection_model_s06_chr3	NA
sim_16_selection_model_s06_chr3	NA
sim_17_selection_model_s06_chr3	0.0941843450785714
sim_18_selection_model_s06_chr3	0.0524314314825397
sim_19_selection_model_s06_chr3	0.0266549598
sim_20_selection_model_s06_chr3	0.0605214905777778
