Simulation	Fifth_Percentile	Avg_H_e
Simulation 6	0.0828996239047619	0.299764817589565
Simulation 16	0.0888248256333333	0.293402622539395
Simulation 13	0.0905425861	0.301782359469394
Simulation 3	0.103284223524286	0.324886115404361
Simulation 20	0.10328668654	0.310125590218752
Simulation 19	0.10607373144	0.326959086511907
Simulation 4	0.109431331866667	0.313982617073042
Simulation 17	0.115469627575	0.313240311516475
Simulation 2	0.119172996354	0.334254565684037
Simulation 18	0.12260626512	0.326772709107473
Simulation 9	0.124642143814286	0.311161143706721
Simulation 8	0.13592130303125	0.31813862774765
Simulation 1	0.13671901005	0.318601735999125
Simulation 10	0.14012290085	0.33849753093845
Simulation 14	0.1454595834	0.33584813364692
Simulation 11	0.147187472328333	0.324738121934469
Simulation 15	0.1472763240375	0.331212664921521
Simulation 12	0.16766250795	0.325670531531845
Simulation 5	0.168584713311667	0.340247292826877
Simulation 7	0.195626056432	0.341131309704063
