Simulation	Fifth_Percentile	Avg_H_e
Simulation 4	0.0777930168	0.299570633904148
Simulation 1	0.08273019093	0.312724654052739
Simulation 8	0.08753818631	0.311741526188938
Simulation 2	0.099922338555	0.306087763881281
Simulation 14	0.102257195	0.306713526702042
Simulation 10	0.1046794638	0.301591949570231
Simulation 5	0.12177905328	0.323593305922788
Simulation 20	0.125863870701429	0.327523849008766
Simulation 3	0.129150349466909	0.347989467946062
Simulation 11	0.130592195464	0.332672816598271
Simulation 7	0.1329811512	0.32790460833578
Simulation 19	0.13387458413	0.340226457695909
Simulation 13	0.140676053551071	0.327479007963149
Simulation 6	0.147506641611667	0.335599453896188
Simulation 18	0.16130176629	0.333694758870429
Simulation 17	0.162116767384	0.341113987314455
Simulation 9	0.162367880785714	0.342386612832941
Simulation 15	0.16363368974	0.345702846256965
Simulation 16	0.172101295363333	0.328497047722103
Simulation 12	0.173371844664167	0.340694406551174
