Simulation	Fifth_Percentile	Avg_H_e
Simulation 11	0.0702185300466667	0.296977719902894
Simulation 1	0.0802704558	0.297786433209268
Simulation 2	0.0885489167	0.298593607356398
Simulation 3	0.09940485893	0.289512094878614
Simulation 9	0.09984542	0.29837991271134
Simulation 15	0.108233434542857	0.30702339265991
Simulation 6	0.109392793177143	0.316854763486165
Simulation 16	0.1121279491	0.302273747599512
Simulation 17	0.113832523144	0.323826853717283
Simulation 8	0.114989249575	0.303046186920481
Simulation 13	0.116177529545	0.346086063053455
Simulation 20	0.119318587629333	0.319845687205385
Simulation 18	0.11948320422	0.306331093030504
Simulation 19	0.1262595942	0.327284789609964
Simulation 5	0.128709832727143	0.311216713823557
Simulation 14	0.140964292565	0.319256953087364
Simulation 4	0.142370618416667	0.33370991070438
Simulation 7	0.17324820535875	0.349678519907475
Simulation 12	0.181101298304921	0.340517345936826
Simulation 10	0.187279295496	0.340500656947798
