Sim_name	Avg_He
sim_1_selection_model_s05_chr3	0.159412388273923
sim_2_selection_model_s05_chr3	0.194834124399351
sim_3_selection_model_s05_chr3	0.00728903425725216
sim_4_selection_model_s05_chr3	0.217619560588745
sim_5_selection_model_s05_chr3	0.0147988953510777
sim_6_selection_model_s05_chr3	0.158618043941366
sim_7_selection_model_s05_chr3	0.156789081458352
sim_8_selection_model_s05_chr3	0.205951944543895
sim_9_selection_model_s05_chr3	0.143711447077794
sim_10_selection_model_s05_chr3	0.00322251987176418
sim_11_selection_model_s05_chr3	0.123012031358897
sim_12_selection_model_s05_chr3	0.15526037498966
sim_13_selection_model_s05_chr3	0.222712700926833
sim_14_selection_model_s05_chr3	0.00939323404301803
sim_15_selection_model_s05_chr3	0.00153966414916364
sim_16_selection_model_s05_chr3	0.00105137329734266
sim_17_selection_model_s05_chr3	0.0158879405917429
sim_18_selection_model_s05_chr3	0.190450050782446
sim_19_selection_model_s05_chr3	0.002680572895
sim_20_selection_model_s05_chr3	0.000474943028676471
